DowntimeID,TurbineID,StartTime,EndTime,Reason
940,149,09-04-2025 04:00,09-04-2025 09:00,Generator Failure
941,108,05-12-2025 07:00,05-12-2025 18:00,Scheduled Maintenance
942,23,14-02-2025 14:00,14-02-2025 23:00,Blade Inspection
943,55,05-01-2025 16:00,05-01-2025 19:00,Gearbox Failure
944,90,20-05-2025 19:00,20-05-2025 20:00,Blade Inspection
945,120,22-06-2025 07:00,22-06-2025 13:00,Scheduled Maintenance
946,69,20-09-2025 06:00,20-09-2025 13:00,Generator Failure
947,146,06-01-2025 04:00,06-01-2025 09:00,Sensor Fault
948,145,23-03-2025 10:00,23-03-2025 13:00,Generator Failure
949,31,19-08-2025 02:00,19-08-2025 07:00,Gearbox Failure
950,28,16-03-2025 03:00,16-03-2025 04:00,Blade Inspection
951,120,17-05-2025 13:00,17-05-2025 16:00,Sensor Fault
952,16,13-01-2025 05:00,13-01-2025 11:00,Blade Inspection
953,54,30-05-2025 23:00,31-05-2025 07:00,Scheduled Maintenance
954,74,17-06-2025 13:00,17-06-2025 18:00,Gearbox Failure
955,42,18-03-2025 16:00,18-03-2025 21:00,Blade Inspection
956,47,19-01-2025 16:00,19-01-2025 22:00,Generator Failure
957,97,12-02-2025 16:00,13-02-2025 01:00,Scheduled Maintenance
958,33,10-12-2025 13:00,10-12-2025 19:00,Scheduled Maintenance
959,97,11-02-2025 10:00,11-02-2025 17:00,Scheduled Maintenance
960,82,14-06-2025 00:00,14-06-2025 08:00,Generator Failure
961,141,10-12-2025 13:00,11-12-2025 00:00,Sensor Fault
962,58,05-03-2025 13:00,05-03-2025 14:00,Sensor Fault
963,81,15-11-2025 04:00,15-11-2025 07:00,Sensor Fault
964,65,23-05-2025 10:00,23-05-2025 19:00,Sensor Fault
965,104,20-11-2025 03:00,20-11-2025 05:00,Gearbox Failure
966,143,07-10-2025 11:00,07-10-2025 13:00,Blade Inspection
967,139,05-09-2025 14:00,05-09-2025 20:00,Generator Failure
968,145,01-07-2025 01:00,01-07-2025 06:00,Scheduled Maintenance
969,137,26-07-2025 13:00,26-07-2025 23:00,Gearbox Failure
970,78,16-11-2025 09:00,16-11-2025 18:00,Blade Inspection
971,150,08-05-2025 09:00,08-05-2025 16:00,Scheduled Maintenance
972,9,21-05-2025 01:00,21-05-2025 03:00,Sensor Fault
973,42,14-11-2025 15:00,14-11-2025 22:00,Gearbox Failure
974,115,29-06-2025 10:00,29-06-2025 21:00,Gearbox Failure
975,46,16-07-2025 21:00,17-07-2025 05:00,Scheduled Maintenance
976,25,31-03-2025 00:00,31-03-2025 05:00,Sensor Fault
977,29,15-04-2025 05:00,15-04-2025 09:00,Gearbox Failure
978,67,31-12-2025 20:00,01-01-2026 07:00,Scheduled Maintenance
979,12,31-01-2025 14:00,01-02-2025 00:00,Gearbox Failure
980,49,08-11-2025 02:00,08-11-2025 06:00,Gearbox Failure
981,105,29-07-2025 20:00,29-07-2025 23:00,Gearbox Failure
982,57,30-12-2025 18:00,31-12-2025 01:00,Scheduled Maintenance
983,122,09-11-2025 21:00,09-11-2025 22:00,Scheduled Maintenance
984,82,28-12-2025 12:00,28-12-2025 20:00,Blade Inspection
985,64,22-07-2025 14:00,22-07-2025 22:00,Sensor Fault
986,135,15-12-2025 17:00,16-12-2025 01:00,Sensor Fault
987,76,29-08-2025 20:00,30-08-2025 00:00,Gearbox Failure
988,88,27-06-2025 18:00,27-06-2025 20:00,Blade Inspection
989,133,23-01-2025 08:00,23-01-2025 19:00,Sensor Fault
990,137,20-09-2025 08:00,20-09-2025 09:00,Generator Failure
991,108,12-04-2025 06:00,12-04-2025 15:00,Scheduled Maintenance
992,25,06-02-2025 04:00,06-02-2025 13:00,Sensor Fault
993,31,11-09-2025 09:00,11-09-2025 16:00,Blade Inspection
994,52,09-06-2025 00:00,09-06-2025 06:00,Gearbox Failure
995,53,08-10-2025 07:00,08-10-2025 11:00,Gearbox Failure
996,109,18-11-2025 22:00,19-11-2025 02:00,Gearbox Failure
997,12,23-02-2025 22:00,24-02-2025 06:00,Sensor Fault
998,128,09-06-2025 07:00,09-06-2025 09:00,Generator Failure
999,31,21-03-2025 07:00,21-03-2025 12:00,Blade Inspection
1000,99,08-04-2025 22:00,09-04-2025 01:00,Generator Failure
1001,111,14-02-2025 15:00,14-02-2025 22:00,Scheduled Maintenance
1002,32,23-08-2025 15:00,24-08-2025 02:00,Scheduled Maintenance
1003,135,13-07-2025 08:00,13-07-2025 17:00,Generator Failure
1004,23,17-09-2025 03:00,17-09-2025 11:00,Generator Failure
1005,29,06-01-2025 20:00,06-01-2025 22:00,Sensor Fault
1006,102,29-03-2025 09:00,29-03-2025 15:00,Generator Failure
1007,99,07-05-2025 11:00,07-05-2025 19:00,Sensor Fault
1008,107,12-05-2025 19:00,13-05-2025 03:00,Gearbox Failure
1009,105,28-07-2025 19:00,29-07-2025 02:00,Blade Inspection
1010,147,22-05-2025 10:00,22-05-2025 11:00,Sensor Fault
1011,118,25-09-2025 11:00,25-09-2025 21:00,Sensor Fault
1012,20,17-10-2025 11:00,17-10-2025 19:00,Gearbox Failure
1013,89,01-02-2025 21:00,02-02-2025 08:00,Scheduled Maintenance
1014,135,27-03-2025 20:00,28-03-2025 06:00,Gearbox Failure
1015,7,08-11-2025 04:00,08-11-2025 07:00,Blade Inspection
1016,31,14-11-2025 10:00,14-11-2025 17:00,Sensor Fault
1017,59,04-02-2025 15:00,04-02-2025 19:00,Gearbox Failure
1018,17,11-03-2025 03:00,11-03-2025 11:00,Sensor Fault
1019,103,25-01-2025 07:00,25-01-2025 11:00,Blade Inspection
1020,108,29-09-2025 04:00,29-09-2025 10:00,Blade Inspection
1021,102,08-01-2025 04:00,08-01-2025 06:00,Sensor Fault
1022,139,11-05-2025 12:00,11-05-2025 17:00,Scheduled Maintenance
1023,70,03-08-2025 01:00,03-08-2025 10:00,Scheduled Maintenance
1024,15,18-05-2025 03:00,18-05-2025 11:00,Scheduled Maintenance
1025,123,20-10-2025 12:00,20-10-2025 20:00,Blade Inspection
1026,80,18-11-2025 13:00,18-11-2025 15:00,Scheduled Maintenance
1027,51,08-11-2025 13:00,08-11-2025 14:00,Gearbox Failure
1028,124,11-05-2025 06:00,11-05-2025 14:00,Scheduled Maintenance
1029,34,18-02-2025 10:00,18-02-2025 21:00,Gearbox Failure
1030,144,26-08-2025 00:00,26-08-2025 10:00,Blade Inspection
1031,88,22-08-2025 04:00,22-08-2025 07:00,Gearbox Failure
1032,144,08-03-2025 17:00,09-03-2025 00:00,Sensor Fault
1033,113,18-05-2025 05:00,18-05-2025 09:00,Blade Inspection
1034,27,25-11-2025 19:00,26-11-2025 04:00,Gearbox Failure
1035,104,20-10-2025 04:00,20-10-2025 10:00,Scheduled Maintenance
1036,55,13-12-2025 22:00,14-12-2025 00:00,Generator Failure
1037,14,06-03-2025 10:00,06-03-2025 17:00,Gearbox Failure
1038,12,28-05-2025 08:00,28-05-2025 13:00,Generator Failure
1039,27,05-01-2025 16:00,05-01-2025 17:00,Generator Failure
1040,116,23-06-2025 03:00,23-06-2025 11:00,Generator Failure
1041,141,23-07-2025 01:00,23-07-2025 08:00,Generator Failure
1042,70,16-03-2025 09:00,16-03-2025 13:00,Generator Failure
1043,46,16-09-2025 17:00,17-09-2025 02:00,Sensor Fault
1044,34,23-10-2025 19:00,24-10-2025 03:00,Scheduled Maintenance
1045,49,31-08-2025 15:00,31-08-2025 21:00,Blade Inspection
1046,100,11-04-2025 22:00,12-04-2025 00:00,Generator Failure
1047,37,18-09-2025 18:00,19-09-2025 00:00,Gearbox Failure
1048,30,20-10-2025 03:00,20-10-2025 06:00,Scheduled Maintenance
1049,66,13-08-2025 03:00,13-08-2025 04:00,Generator Failure
1050,124,02-04-2025 08:00,02-04-2025 16:00,Gearbox Failure
1051,85,01-03-2025 04:00,01-03-2025 05:00,Generator Failure
1052,129,07-03-2025 10:00,07-03-2025 18:00,Generator Failure
1053,111,23-06-2025 22:00,24-06-2025 06:00,Generator Failure
1054,51,26-12-2025 17:00,26-12-2025 22:00,Blade Inspection
1055,24,06-05-2025 14:00,07-05-2025 01:00,Sensor Fault
1056,126,02-09-2025 20:00,03-09-2025 04:00,Sensor Fault
1057,78,23-07-2025 14:00,23-07-2025 17:00,Scheduled Maintenance
1058,105,02-06-2025 13:00,02-06-2025 16:00,Scheduled Maintenance
1059,28,13-03-2025 16:00,13-03-2025 19:00,Gearbox Failure
1060,127,20-05-2025 11:00,20-05-2025 18:00,Sensor Fault
1061,42,05-11-2025 07:00,05-11-2025 12:00,Gearbox Failure
1062,57,14-07-2025 06:00,14-07-2025 13:00,Generator Failure
1063,111,25-03-2025 07:00,25-03-2025 10:00,Sensor Fault
1064,92,17-09-2025 02:00,17-09-2025 07:00,Generator Failure
1065,103,20-04-2025 15:00,20-04-2025 23:00,Scheduled Maintenance
1066,120,29-04-2025 05:00,29-04-2025 13:00,Scheduled Maintenance
1067,5,19-10-2025 18:00,19-10-2025 22:00,Gearbox Failure
1068,38,17-06-2025 19:00,17-06-2025 20:00,Sensor Fault
1069,93,14-10-2025 13:00,15-10-2025 00:00,Scheduled Maintenance
1070,140,12-08-2025 19:00,13-08-2025 02:00,Blade Inspection
1071,130,20-06-2025 16:00,21-06-2025 02:00,Gearbox Failure
1072,89,18-07-2025 08:00,18-07-2025 16:00,Gearbox Failure
1073,124,08-05-2025 22:00,09-05-2025 08:00,Blade Inspection
1074,100,02-11-2025 02:00,02-11-2025 08:00,Sensor Fault
1075,67,29-01-2025 09:00,29-01-2025 19:00,Scheduled Maintenance
1076,119,09-12-2025 21:00,09-12-2025 22:00,Sensor Fault
1077,104,03-03-2025 03:00,03-03-2025 08:00,Generator Failure
1078,107,07-08-2025 07:00,07-08-2025 14:00,Blade Inspection
1079,51,21-12-2025 04:00,21-12-2025 06:00,Blade Inspection
1080,132,12-10-2025 22:00,13-10-2025 04:00,Gearbox Failure
1081,117,16-09-2025 07:00,16-09-2025 16:00,Blade Inspection
1082,131,13-12-2025 08:00,13-12-2025 11:00,Generator Failure
1083,145,18-06-2025 10:00,18-06-2025 20:00,Generator Failure
1084,102,25-08-2025 21:00,25-08-2025 23:00,Sensor Fault
1085,107,03-11-2025 01:00,03-11-2025 09:00,Sensor Fault
1086,83,27-06-2025 03:00,27-06-2025 11:00,Generator Failure
1087,12,29-04-2025 16:00,30-04-2025 00:00,Blade Inspection
1088,139,04-02-2025 11:00,04-02-2025 16:00,Gearbox Failure
1089,132,05-03-2025 18:00,06-03-2025 02:00,Gearbox Failure
1090,53,13-12-2025 14:00,14-12-2025 01:00,Sensor Fault
1091,130,01-06-2025 05:00,01-06-2025 12:00,Gearbox Failure
1092,23,11-12-2025 09:00,11-12-2025 13:00,Scheduled Maintenance
1093,3,04-06-2025 12:00,04-06-2025 19:00,Scheduled Maintenance
1094,82,02-04-2025 15:00,02-04-2025 22:00,Sensor Fault
1095,14,07-07-2025 20:00,08-07-2025 07:00,Scheduled Maintenance
1096,97,27-01-2025 22:00,28-01-2025 08:00,Blade Inspection
1097,47,29-10-2025 09:00,29-10-2025 12:00,Sensor Fault
1098,95,06-08-2025 11:00,06-08-2025 17:00,Blade Inspection
1099,106,03-11-2025 01:00,03-11-2025 05:00,Gearbox Failure
1100,146,05-11-2025 13:00,05-11-2025 14:00,Generator Failure
1101,111,09-11-2025 09:00,09-11-2025 19:00,Gearbox Failure
1102,106,11-07-2025 04:00,11-07-2025 13:00,Generator Failure
1103,39,20-10-2025 17:00,21-10-2025 03:00,Scheduled Maintenance
1104,31,17-09-2025 09:00,17-09-2025 11:00,Blade Inspection
1105,95,14-10-2025 08:00,14-10-2025 16:00,Blade Inspection
1106,35,04-03-2025 08:00,04-03-2025 15:00,Sensor Fault
1107,15,14-02-2025 02:00,14-02-2025 03:00,Generator Failure
1108,8,06-01-2025 20:00,07-01-2025 05:00,Blade Inspection
1109,80,05-05-2025 17:00,06-05-2025 00:00,Scheduled Maintenance
1110,48,24-02-2025 01:00,24-02-2025 12:00,Gearbox Failure
1111,42,28-07-2025 14:00,28-07-2025 21:00,Gearbox Failure
1112,73,04-12-2025 04:00,04-12-2025 12:00,Generator Failure
1113,25,16-02-2025 22:00,17-02-2025 04:00,Sensor Fault
1114,99,02-04-2025 21:00,03-04-2025 02:00,Generator Failure
1115,99,01-01-2025 21:00,02-01-2025 00:00,Sensor Fault
1116,14,07-04-2025 16:00,07-04-2025 20:00,Scheduled Maintenance
1117,91,06-12-2025 06:00,06-12-2025 13:00,Blade Inspection
1118,14,31-10-2025 12:00,31-10-2025 20:00,Generator Failure
1119,10,15-07-2025 21:00,16-07-2025 08:00,Scheduled Maintenance
1120,114,23-04-2025 23:00,24-04-2025 02:00,Gearbox Failure
1121,17,02-06-2025 08:00,02-06-2025 19:00,Generator Failure
1122,127,19-08-2025 17:00,19-08-2025 22:00,Blade Inspection
1123,87,30-12-2025 13:00,30-12-2025 16:00,Generator Failure
1124,14,23-03-2025 18:00,24-03-2025 05:00,Blade Inspection
1125,127,01-01-2025 02:00,01-01-2025 08:00,Generator Failure
1126,146,17-05-2025 06:00,17-05-2025 11:00,Generator Failure
1127,76,29-11-2025 14:00,30-11-2025 01:00,Blade Inspection
1128,80,14-06-2025 04:00,14-06-2025 11:00,Scheduled Maintenance
1129,65,02-03-2025 09:00,02-03-2025 11:00,Scheduled Maintenance
1130,116,14-04-2025 15:00,14-04-2025 23:00,Gearbox Failure
1131,122,02-12-2025 19:00,03-12-2025 05:00,Scheduled Maintenance
1132,66,19-01-2025 14:00,19-01-2025 18:00,Sensor Fault
1133,30,12-05-2025 23:00,13-05-2025 04:00,Scheduled Maintenance
1134,26,03-02-2025 13:00,03-02-2025 21:00,Sensor Fault
1135,97,29-01-2025 16:00,29-01-2025 18:00,Scheduled Maintenance
1136,54,06-09-2025 13:00,06-09-2025 16:00,Gearbox Failure
1137,117,12-08-2025 22:00,13-08-2025 01:00,Sensor Fault
1138,17,15-06-2025 01:00,15-06-2025 08:00,Gearbox Failure
1139,127,19-02-2025 05:00,19-02-2025 06:00,Gearbox Failure
1140,42,03-12-2025 06:00,03-12-2025 16:00,Sensor Fault
1141,69,14-04-2025 13:00,14-04-2025 23:00,Gearbox Failure
1142,93,04-12-2025 03:00,04-12-2025 07:00,Generator Failure
1143,62,23-06-2025 00:00,23-06-2025 09:00,Sensor Fault
1144,24,01-06-2025 03:00,01-06-2025 06:00,Blade Inspection
1145,71,04-05-2025 13:00,04-05-2025 16:00,Blade Inspection
1146,106,15-06-2025 22:00,16-06-2025 01:00,Gearbox Failure
1147,58,17-09-2025 23:00,18-09-2025 02:00,Sensor Fault
1148,4,23-05-2025 11:00,23-05-2025 12:00,Sensor Fault
1149,35,13-05-2025 20:00,14-05-2025 04:00,Scheduled Maintenance
1150,19,04-04-2025 08:00,04-04-2025 13:00,Blade Inspection
1151,89,20-06-2025 17:00,20-06-2025 21:00,Sensor Fault
1152,46,12-04-2025 14:00,12-04-2025 15:00,Gearbox Failure
1153,23,25-01-2025 00:00,25-01-2025 05:00,Gearbox Failure
1154,38,12-01-2025 10:00,12-01-2025 14:00,Generator Failure
1155,104,21-05-2025 13:00,21-05-2025 18:00,Scheduled Maintenance
1156,7,07-05-2025 02:00,07-05-2025 06:00,Scheduled Maintenance
1157,84,12-09-2025 16:00,12-09-2025 18:00,Scheduled Maintenance
1158,5,19-08-2025 01:00,19-08-2025 07:00,Sensor Fault
1159,57,29-08-2025 12:00,29-08-2025 13:00,Scheduled Maintenance
1160,107,16-09-2025 21:00,16-09-2025 23:00,Sensor Fault
1161,97,30-12-2025 00:00,30-12-2025 09:00,Blade Inspection
1162,34,22-01-2025 04:00,22-01-2025 13:00,Sensor Fault
1163,130,26-11-2025 17:00,27-11-2025 01:00,Scheduled Maintenance
1164,30,09-11-2025 17:00,10-11-2025 02:00,Generator Failure
1165,138,01-08-2025 15:00,01-08-2025 23:00,Gearbox Failure
1166,6,11-07-2025 18:00,12-07-2025 02:00,Generator Failure
1167,61,04-12-2025 06:00,04-12-2025 07:00,Scheduled Maintenance
1168,12,20-04-2025 05:00,20-04-2025 10:00,Gearbox Failure
1169,135,06-01-2025 18:00,07-01-2025 04:00,Generator Failure
1170,40,03-03-2025 10:00,03-03-2025 20:00,Generator Failure
1171,82,07-07-2025 17:00,07-07-2025 20:00,Blade Inspection
1172,37,03-03-2025 17:00,04-03-2025 04:00,Gearbox Failure
1173,16,21-07-2025 06:00,21-07-2025 13:00,Blade Inspection
1174,58,28-08-2025 22:00,29-08-2025 06:00,Generator Failure
1175,95,16-07-2025 07:00,16-07-2025 08:00,Scheduled Maintenance
1176,17,23-11-2025 07:00,23-11-2025 17:00,Scheduled Maintenance
1177,5,22-06-2025 18:00,23-06-2025 03:00,Sensor Fault
1178,48,17-03-2025 06:00,17-03-2025 13:00,Sensor Fault
1179,56,03-12-2025 08:00,03-12-2025 13:00,Gearbox Failure
1180,57,18-05-2025 18:00,18-05-2025 19:00,Gearbox Failure
1181,106,28-05-2025 04:00,28-05-2025 11:00,Sensor Fault
1182,13,10-07-2025 20:00,11-07-2025 05:00,Sensor Fault
1183,82,09-02-2025 17:00,10-02-2025 00:00,Generator Failure
1184,124,27-09-2025 21:00,27-09-2025 22:00,Generator Failure
1185,52,20-09-2025 22:00,21-09-2025 03:00,Generator Failure
1186,41,05-06-2025 03:00,05-06-2025 12:00,Generator Failure
1187,123,26-09-2025 07:00,26-09-2025 10:00,Scheduled Maintenance
1188,121,10-12-2025 14:00,10-12-2025 18:00,Generator Failure
1189,107,19-10-2025 10:00,19-10-2025 16:00,Sensor Fault
1190,49,05-09-2025 04:00,05-09-2025 10:00,Sensor Fault
1191,28,04-04-2025 11:00,04-04-2025 12:00,Gearbox Failure
1192,149,06-05-2025 02:00,06-05-2025 11:00,Scheduled Maintenance
1193,72,07-07-2025 16:00,07-07-2025 21:00,Scheduled Maintenance
1194,43,10-05-2025 23:00,11-05-2025 05:00,Scheduled Maintenance
1195,135,27-11-2025 02:00,27-11-2025 10:00,Sensor Fault
1196,140,01-12-2025 02:00,01-12-2025 09:00,Sensor Fault
1197,75,08-05-2025 12:00,08-05-2025 17:00,Scheduled Maintenance
1198,43,18-07-2025 12:00,18-07-2025 14:00,Gearbox Failure
1199,96,12-06-2025 01:00,12-06-2025 11:00,Gearbox Failure
1200,39,20-04-2025 16:00,20-04-2025 23:00,Sensor Fault
1201,113,07-01-2025 06:00,07-01-2025 11:00,Sensor Fault
1202,15,11-12-2025 00:00,11-12-2025 08:00,Gearbox Failure
1203,31,24-07-2025 15:00,24-07-2025 22:00,Generator Failure
1204,148,06-06-2025 07:00,06-06-2025 14:00,Scheduled Maintenance
1205,77,30-09-2025 10:00,30-09-2025 12:00,Scheduled Maintenance
1206,142,15-06-2025 13:00,15-06-2025 19:00,Gearbox Failure
1207,19,02-07-2025 00:00,02-07-2025 10:00,Scheduled Maintenance
1208,84,12-12-2025 03:00,12-12-2025 10:00,Generator Failure
1209,146,27-09-2025 13:00,27-09-2025 19:00,Sensor Fault
1210,50,19-11-2025 12:00,19-11-2025 18:00,Generator Failure
1211,30,09-11-2025 07:00,09-11-2025 18:00,Generator Failure
1212,115,28-11-2025 06:00,28-11-2025 17:00,Gearbox Failure
1213,129,01-07-2025 21:00,02-07-2025 02:00,Blade Inspection
1214,70,18-11-2025 11:00,18-11-2025 17:00,Scheduled Maintenance
1215,48,11-02-2025 20:00,12-02-2025 00:00,Blade Inspection
1216,89,02-11-2025 06:00,02-11-2025 14:00,Generator Failure
1217,27,29-08-2025 19:00,30-08-2025 05:00,Scheduled Maintenance
1218,10,05-04-2025 20:00,06-04-2025 06:00,Generator Failure
1219,127,01-04-2025 00:00,01-04-2025 05:00,Scheduled Maintenance
1220,83,03-02-2025 17:00,03-02-2025 19:00,Sensor Fault
1221,59,27-12-2025 08:00,27-12-2025 13:00,Generator Failure
1222,97,07-01-2025 22:00,08-01-2025 05:00,Gearbox Failure
1223,148,07-11-2025 03:00,07-11-2025 11:00,Scheduled Maintenance
1224,67,05-10-2025 23:00,06-10-2025 08:00,Sensor Fault
1225,127,13-12-2025 07:00,13-12-2025 13:00,Blade Inspection
1226,130,03-12-2025 19:00,04-12-2025 00:00,Blade Inspection
1227,69,04-05-2025 12:00,04-05-2025 17:00,Scheduled Maintenance
1228,145,04-05-2025 02:00,04-05-2025 09:00,Blade Inspection
1229,15,26-10-2025 07:00,26-10-2025 15:00,Blade Inspection
1230,17,16-02-2025 17:00,17-02-2025 03:00,Sensor Fault
1231,22,29-04-2025 08:00,29-04-2025 15:00,Scheduled Maintenance
1232,77,03-01-2025 10:00,03-01-2025 17:00,Scheduled Maintenance
1233,51,01-05-2025 21:00,02-05-2025 01:00,Scheduled Maintenance
1234,126,30-05-2025 16:00,31-05-2025 01:00,Generator Failure
1235,41,10-12-2025 11:00,10-12-2025 12:00,Gearbox Failure
1236,28,06-06-2025 13:00,06-06-2025 19:00,Generator Failure
1237,133,20-07-2025 14:00,20-07-2025 15:00,Sensor Fault
1238,62,11-11-2025 19:00,11-11-2025 21:00,Sensor Fault
1239,90,25-02-2025 15:00,25-02-2025 22:00,Blade Inspection
1240,148,04-05-2025 17:00,04-05-2025 20:00,Blade Inspection
1241,46,24-04-2025 09:00,24-04-2025 15:00,Blade Inspection
1242,126,26-02-2025 15:00,26-02-2025 17:00,Generator Failure
1243,86,29-08-2025 01:00,29-08-2025 04:00,Gearbox Failure
1244,4,02-03-2025 23:00,03-03-2025 03:00,Scheduled Maintenance
1245,21,08-05-2025 18:00,09-05-2025 00:00,Scheduled Maintenance
1246,91,01-03-2025 01:00,01-03-2025 08:00,Sensor Fault
1247,99,20-04-2025 02:00,20-04-2025 06:00,Gearbox Failure
1248,78,17-03-2025 23:00,18-03-2025 02:00,Scheduled Maintenance
1249,62,15-10-2025 19:00,16-10-2025 05:00,Sensor Fault
1250,89,01-03-2025 23:00,02-03-2025 01:00,Gearbox Failure
1251,94,06-10-2025 18:00,06-10-2025 21:00,Scheduled Maintenance
1252,131,20-12-2025 20:00,21-12-2025 07:00,Generator Failure
1253,33,24-03-2025 11:00,24-03-2025 21:00,Blade Inspection
1254,106,23-07-2025 04:00,23-07-2025 15:00,Generator Failure
1255,113,18-11-2025 07:00,18-11-2025 12:00,Sensor Fault
1256,97,09-05-2025 04:00,09-05-2025 06:00,Blade Inspection
1257,75,31-10-2025 18:00,01-11-2025 02:00,Scheduled Maintenance
1258,56,14-05-2025 05:00,14-05-2025 11:00,Blade Inspection
1259,47,13-11-2025 21:00,14-11-2025 04:00,Sensor Fault
1260,86,09-12-2025 16:00,10-12-2025 02:00,Generator Failure
1261,90,10-08-2025 01:00,10-08-2025 04:00,Blade Inspection
1262,80,13-09-2025 18:00,14-09-2025 03:00,Gearbox Failure
1263,124,22-05-2025 16:00,22-05-2025 19:00,Generator Failure
1264,42,18-07-2025 03:00,18-07-2025 06:00,Sensor Fault
1265,64,18-07-2025 12:00,18-07-2025 16:00,Gearbox Failure
1266,74,21-02-2025 17:00,21-02-2025 19:00,Gearbox Failure
1267,142,26-12-2025 19:00,27-12-2025 06:00,Gearbox Failure
1268,110,08-06-2025 20:00,09-06-2025 03:00,Sensor Fault
1269,78,07-04-2025 06:00,07-04-2025 13:00,Scheduled Maintenance
1270,52,16-12-2025 17:00,16-12-2025 20:00,Generator Failure
1271,68,09-05-2025 22:00,10-05-2025 02:00,Generator Failure
1272,84,15-11-2025 17:00,15-11-2025 18:00,Gearbox Failure
1273,29,15-04-2025 01:00,15-04-2025 02:00,Generator Failure
1274,67,25-05-2025 10:00,25-05-2025 12:00,Blade Inspection
1275,103,24-02-2025 21:00,25-02-2025 07:00,Sensor Fault
1276,38,14-04-2025 03:00,14-04-2025 08:00,Scheduled Maintenance
1277,134,13-04-2025 20:00,14-04-2025 02:00,Blade Inspection
1278,94,24-12-2025 16:00,24-12-2025 19:00,Gearbox Failure
1279,85,17-12-2025 23:00,18-12-2025 00:00,Scheduled Maintenance
1280,94,25-08-2025 03:00,25-08-2025 11:00,Blade Inspection
1281,12,31-05-2025 12:00,31-05-2025 19:00,Blade Inspection
1282,6,06-03-2025 07:00,06-03-2025 17:00,Generator Failure
1283,130,13-10-2025 07:00,13-10-2025 08:00,Sensor Fault
1284,123,23-12-2025 20:00,24-12-2025 07:00,Scheduled Maintenance
1285,71,01-10-2025 03:00,01-10-2025 05:00,Generator Failure
1286,45,05-04-2025 15:00,05-04-2025 23:00,Sensor Fault
1287,39,10-01-2025 08:00,10-01-2025 09:00,Scheduled Maintenance
1288,111,03-02-2025 06:00,03-02-2025 16:00,Gearbox Failure
1289,30,04-09-2025 00:00,04-09-2025 09:00,Scheduled Maintenance
1290,52,31-03-2025 02:00,31-03-2025 03:00,Gearbox Failure
1291,46,10-08-2025 11:00,10-08-2025 19:00,Scheduled Maintenance
1292,129,10-10-2025 11:00,10-10-2025 22:00,Gearbox Failure
1293,25,04-10-2025 12:00,04-10-2025 17:00,Gearbox Failure
1294,116,25-05-2025 07:00,25-05-2025 10:00,Sensor Fault
1295,98,15-07-2025 17:00,16-07-2025 04:00,Sensor Fault
1296,96,11-07-2025 02:00,11-07-2025 06:00,Generator Failure
1297,127,09-02-2025 08:00,09-02-2025 19:00,Blade Inspection
1298,80,02-05-2025 06:00,02-05-2025 10:00,Blade Inspection
1299,71,21-10-2025 06:00,21-10-2025 08:00,Sensor Fault
1300,147,31-12-2025 16:00,31-12-2025 17:00,Gearbox Failure
1301,114,13-09-2025 06:00,13-09-2025 08:00,Scheduled Maintenance
1302,144,11-10-2025 03:00,11-10-2025 04:00,Scheduled Maintenance
1303,117,05-11-2025 00:00,05-11-2025 10:00,Gearbox Failure
1304,137,09-06-2025 22:00,10-06-2025 00:00,Sensor Fault
1305,112,19-12-2025 09:00,19-12-2025 12:00,Scheduled Maintenance
1306,69,13-02-2025 11:00,13-02-2025 14:00,Blade Inspection
1307,28,05-10-2025 07:00,05-10-2025 17:00,Sensor Fault
1308,143,25-10-2025 08:00,25-10-2025 19:00,Blade Inspection
1309,72,14-06-2025 04:00,14-06-2025 10:00,Generator Failure
1310,84,03-11-2025 02:00,03-11-2025 05:00,Scheduled Maintenance
1311,132,27-06-2025 16:00,27-06-2025 18:00,Scheduled Maintenance
1312,69,27-08-2025 10:00,27-08-2025 18:00,Blade Inspection
1313,44,23-07-2025 07:00,23-07-2025 13:00,Gearbox Failure
1314,16,16-09-2025 06:00,16-09-2025 15:00,Scheduled Maintenance
1315,74,09-05-2025 08:00,09-05-2025 17:00,Blade Inspection
1316,108,24-02-2025 00:00,24-02-2025 05:00,Sensor Fault
1317,13,13-03-2025 20:00,14-03-2025 03:00,Gearbox Failure
1318,54,29-07-2025 16:00,30-07-2025 02:00,Scheduled Maintenance
1319,34,01-09-2025 10:00,01-09-2025 12:00,Scheduled Maintenance
1320,85,02-07-2025 03:00,02-07-2025 04:00,Gearbox Failure
1321,96,27-07-2025 20:00,28-07-2025 05:00,Generator Failure
1322,124,01-03-2025 21:00,02-03-2025 08:00,Generator Failure
1323,95,26-09-2025 18:00,26-09-2025 20:00,Sensor Fault
1324,50,07-11-2025 16:00,08-11-2025 01:00,Gearbox Failure
1325,105,21-11-2025 07:00,21-11-2025 17:00,Gearbox Failure
1326,45,31-08-2025 01:00,31-08-2025 10:00,Generator Failure
1327,18,01-05-2025 02:00,01-05-2025 04:00,Gearbox Failure
1328,147,06-11-2025 16:00,06-11-2025 17:00,Generator Failure
1329,109,13-07-2025 12:00,13-07-2025 15:00,Blade Inspection
1330,134,20-09-2025 04:00,20-09-2025 14:00,Scheduled Maintenance
1331,15,14-02-2025 13:00,14-02-2025 17:00,Scheduled Maintenance
1332,5,16-01-2025 14:00,16-01-2025 22:00,Sensor Fault
