MaintenanceID,TurbineID,MaintenanceDate,MaintenanceType,Cost
665,129,2025-10-15,Corrective,578.99
666,41,2025-11-30,Preventive,2006.14
667,77,2025-11-04,Preventive,4070.4
668,54,2025-08-23,Preventive,1248.25
669,20,2025-10-12,Corrective,924.41
670,42,2025-07-17,Preventive,889.77
671,40,2025-11-17,Corrective,9566.22
672,88,2025-04-13,Preventive,7946.03
673,124,2025-01-06,Preventive,3830.73
674,78,2025-04-12,Corrective,7858.0
675,69,2025-05-17,Preventive,3472.53
676,94,2025-05-12,Corrective,1499.14
677,48,2025-02-24,Corrective,9809.1
678,30,2025-12-29,Preventive,3302.99
679,34,2025-04-28,Corrective,8129.84
680,67,2025-05-22,Preventive,8498.96
681,125,2025-07-19,Preventive,6476.58
682,144,2025-09-10,Preventive,2936.12
683,126,2025-03-19,Preventive,8016.82
684,18,2025-03-14,Corrective,1050.11
685,129,2025-03-14,Corrective,1833.92
686,103,2025-08-25,Preventive,4688.31
687,55,2025-07-31,Preventive,4697.85
688,142,2025-08-12,Preventive,942.24
689,102,2025-04-10,Corrective,5721.04
690,30,2025-02-11,Corrective,3057.03
691,7,2025-03-27,Preventive,6625.7
692,44,2025-09-04,Preventive,9476.31
693,132,2025-09-22,Corrective,9710.55
694,112,2025-01-26,Corrective,4204.32
695,118,2025-04-29,Preventive,2683.08
696,48,2025-10-22,Preventive,8396.1
697,39,2025-01-24,Corrective,5722.49
698,122,2025-12-07,Corrective,8063.98
699,46,2025-04-28,Corrective,8932.19
700,102,2025-11-23,Preventive,2648.87
701,26,2025-02-11,Corrective,4151.07
702,16,2025-11-12,Preventive,2860.02
703,35,2025-01-09,Preventive,5872.05
704,121,2025-05-27,Corrective,6569.86
705,46,2025-02-05,Corrective,7593.48
706,57,2025-04-17,Preventive,6257.46
707,89,2025-12-04,Corrective,6715.52
708,60,2025-08-25,Corrective,1396.84
709,100,2025-02-13,Corrective,6199.62
710,26,2025-01-13,Preventive,3507.63
711,30,2025-06-01,Corrective,2746.19
712,68,2025-05-20,Preventive,4962.63
713,55,2025-06-29,Corrective,8934.85
714,21,2025-03-05,Preventive,7981.13
715,145,2025-08-03,Preventive,6922.08
716,69,2025-04-07,Corrective,8962.17
717,6,2025-05-24,Corrective,8373.36
718,38,2025-04-14,Corrective,7071.1
719,22,2025-11-01,Corrective,8311.66
720,15,2025-05-16,Preventive,5415.3
721,27,2025-02-26,Corrective,3853.4
722,90,2025-09-22,Corrective,6403.77
723,125,2025-02-25,Corrective,7383.0
724,78,2025-08-22,Corrective,8662.79
725,102,2025-02-04,Corrective,9652.83
726,78,2025-10-26,Preventive,4946.19
727,27,2025-02-14,Corrective,1139.81
728,36,2025-12-04,Corrective,9948.0
729,137,2025-06-28,Preventive,8673.86
730,78,2025-08-10,Corrective,6603.41
731,147,2025-08-22,Corrective,4655.4
732,33,2025-11-17,Preventive,8144.13
733,13,2025-09-03,Preventive,5760.18
734,77,2025-10-13,Preventive,2368.24
735,127,2025-04-22,Corrective,2433.98
736,64,2025-10-27,Preventive,6824.64
737,78,2025-07-07,Corrective,7051.45
738,82,2025-02-27,Preventive,5740.7
739,114,2025-06-14,Corrective,6621.57
740,7,2025-10-13,Corrective,8385.96
741,101,2025-11-19,Preventive,8357.39
742,40,2025-08-02,Corrective,7986.3
743,82,2025-01-09,Preventive,6787.34
744,119,2025-01-29,Preventive,1932.15
745,74,2025-12-12,Corrective,955.8
746,35,2025-03-28,Corrective,5964.05
747,65,2025-01-23,Corrective,5572.92
748,126,2025-02-28,Preventive,8428.32
749,119,2025-12-11,Corrective,1685.04
750,75,2025-05-31,Preventive,2260.49
751,144,2025-01-15,Corrective,1941.16
752,30,2025-09-12,Preventive,9638.44
753,112,2025-11-07,Corrective,4195.05
754,107,2025-11-11,Preventive,3830.72
755,123,2025-09-03,Preventive,2517.15
756,103,2025-06-15,Preventive,8517.01
757,88,2025-09-02,Corrective,8680.39
758,59,2025-09-24,Preventive,2185.85
759,12,2025-07-10,Corrective,4088.87
760,18,2025-02-25,Corrective,6387.31
761,17,2025-09-07,Corrective,3935.58
762,76,2025-06-10,Preventive,4209.16
763,134,2025-10-09,Corrective,7825.45
764,150,2025-10-29,Corrective,7685.49
765,91,2025-09-12,Corrective,9231.55
766,92,2025-09-23,Corrective,4321.9
767,6,2025-09-03,Corrective,9833.37
768,129,2025-03-05,Corrective,3227.01
769,136,2025-03-03,Preventive,5629.07
770,32,2025-05-11,Preventive,9409.83
771,97,2025-10-24,Corrective,8511.42
772,20,2025-10-03,Corrective,6539.68
773,41,2025-02-02,Corrective,3724.82
774,53,2025-09-12,Corrective,5413.2
775,55,2025-03-20,Preventive,6225.98
776,101,2025-05-06,Preventive,8019.34
777,100,2025-10-13,Preventive,5987.37
778,6,2025-04-05,Preventive,9388.75
779,122,2025-08-17,Corrective,4128.41
780,63,2025-04-29,Preventive,5505.25
781,34,2025-06-25,Corrective,618.29
782,13,2025-01-23,Preventive,2614.35
783,113,2025-10-09,Preventive,4810.95
784,31,2025-04-30,Preventive,7020.96
785,63,2025-09-28,Preventive,2115.36
786,71,2025-02-20,Corrective,1469.08
787,142,2025-08-04,Preventive,3867.56
788,51,2025-10-31,Corrective,7142.72
789,13,2025-02-04,Corrective,6829.64
790,38,2025-09-14,Preventive,4253.39
791,122,2025-12-31,Preventive,5756.22
792,108,2025-02-08,Corrective,6263.86
793,138,2025-06-25,Corrective,8437.15
794,135,2025-08-28,Preventive,5680.22
795,25,2025-06-26,Corrective,3558.94
796,130,2025-10-03,Preventive,3654.97
797,4,2025-01-11,Corrective,4327.46
798,77,2025-02-03,Corrective,8877.04
799,83,2025-03-31,Corrective,6113.68
800,55,2025-03-06,Corrective,3284.19
801,149,2025-06-01,Corrective,9101.6
802,102,2025-03-05,Corrective,5302.62
803,57,2025-09-21,Corrective,4414.17
804,114,2025-03-23,Preventive,6281.93
805,43,2025-04-18,Preventive,8056.23
806,35,2025-03-05,Corrective,4456.27
807,15,2025-12-07,Preventive,9524.68
808,104,2025-07-28,Corrective,9480.9
809,124,2025-12-15,Corrective,3634.7
810,77,2025-10-04,Corrective,3264.73
811,144,2025-11-19,Preventive,2943.73
812,18,2025-08-16,Preventive,2734.61
813,138,2025-06-18,Preventive,8168.57
814,34,2025-10-25,Preventive,5180.03
815,60,2025-05-17,Corrective,1215.76
816,14,2025-08-14,Preventive,1882.14
817,12,2025-10-20,Preventive,3819.51
818,150,2025-06-09,Preventive,3489.27
819,131,2025-08-02,Corrective,2334.04
820,52,2025-06-26,Corrective,6991.13
821,77,2025-02-25,Preventive,8888.84
822,82,2025-10-15,Preventive,6829.45
823,27,2025-02-13,Preventive,7263.75
824,133,2025-03-16,Corrective,6020.07
825,62,2025-07-27,Preventive,7606.32
826,82,2025-12-21,Preventive,7952.45
827,127,2025-04-03,Corrective,8266.53
828,132,2025-12-25,Corrective,701.21
829,44,2025-01-16,Preventive,780.01
830,138,2025-11-17,Preventive,6497.4
831,10,2025-02-03,Corrective,6832.82
832,18,2025-04-26,Corrective,586.35
833,95,2025-05-19,Corrective,5394.87
834,24,2025-05-29,Corrective,6098.75
835,15,2025-07-27,Corrective,6142.92
836,36,2025-07-21,Corrective,1657.01
837,96,2025-12-06,Corrective,1311.48
838,131,2025-12-24,Preventive,3907.03
839,62,2025-12-22,Corrective,5224.02
840,109,2025-04-25,Corrective,9655.66
841,144,2025-01-18,Corrective,1455.43
842,12,2025-05-26,Preventive,8774.46
843,150,2025-09-15,Preventive,894.89
844,41,2025-07-09,Corrective,8967.32
845,133,2025-08-02,Corrective,7816.45
846,95,2025-03-22,Corrective,6446.8
847,107,2025-07-05,Preventive,5998.41
848,10,2025-09-20,Corrective,9309.24
849,12,2025-03-17,Corrective,7318.1
850,2,2025-05-31,Corrective,8420.0
851,143,2025-08-22,Corrective,5858.31
852,77,2025-01-22,Corrective,4769.99
853,141,2025-07-29,Corrective,7328.64
854,117,2025-10-01,Preventive,648.06
855,93,2025-03-20,Preventive,8261.55
856,31,2025-05-26,Preventive,5770.29
857,33,2025-03-14,Corrective,827.89
858,124,2025-12-20,Preventive,8887.83
859,105,2025-07-27,Preventive,5294.93
860,18,2025-06-15,Corrective,8704.29
861,20,2025-05-14,Preventive,5611.75
862,61,2025-10-17,Corrective,8315.08
863,103,2025-03-28,Corrective,7801.04
864,133,2025-03-04,Preventive,4107.56
865,87,2025-10-19,Preventive,6478.68
866,16,2025-07-27,Corrective,9042.31
867,45,2025-12-31,Corrective,9284.07
868,38,2025-10-23,Preventive,3505.93
869,117,2025-06-05,Corrective,6494.19
870,128,2025-03-12,Preventive,2096.62
871,23,2025-01-04,Preventive,7835.7
872,127,2025-03-28,Corrective,8712.95
873,110,2025-03-31,Corrective,5210.75
874,104,2025-01-23,Preventive,3721.76
875,119,2025-10-09,Corrective,8629.13
876,32,2025-09-05,Preventive,6857.83
877,65,2025-10-20,Corrective,907.5
878,144,2025-03-21,Corrective,9609.76
879,63,2025-04-18,Corrective,6416.88
880,84,2025-02-04,Preventive,2912.89
881,26,2025-02-26,Preventive,4329.66
882,12,2025-02-23,Preventive,2150.56
883,117,2025-02-20,Preventive,1960.37
884,149,2025-06-28,Corrective,3770.88
885,113,2025-04-23,Corrective,8856.02
886,104,2025-10-17,Preventive,7094.16
887,129,2025-10-26,Preventive,9932.07
888,126,2025-11-07,Corrective,5651.09
889,28,2025-01-22,Preventive,826.91
890,131,2025-02-01,Corrective,3743.88
891,121,2025-11-12,Corrective,3680.33
892,149,2025-02-09,Preventive,1529.19
893,28,2025-10-12,Corrective,7679.11
894,111,2025-02-13,Corrective,4439.9
895,9,2025-10-23,Preventive,9638.68
896,42,2025-01-24,Preventive,6626.65
897,33,2025-12-16,Corrective,2867.36
898,53,2025-07-22,Preventive,4674.96
899,80,2025-07-02,Preventive,4926.79
900,78,2025-02-24,Preventive,4233.08
901,111,2025-01-13,Corrective,4108.31
902,73,2025-06-23,Corrective,6786.93
903,89,2025-01-14,Corrective,1894.77
904,17,2025-10-29,Preventive,6497.6
905,144,2025-06-07,Corrective,8770.36
906,29,2025-04-02,Corrective,2124.42
907,124,2025-08-08,Corrective,6255.63
908,25,2025-01-09,Corrective,5687.86
909,112,2025-12-02,Preventive,6883.89
910,115,2025-10-02,Corrective,2061.03
911,97,2025-12-03,Corrective,6252.36
912,61,2025-03-24,Corrective,6718.0
913,6,2025-08-25,Corrective,2395.64
914,12,2025-07-30,Preventive,2684.44
915,74,2025-10-16,Corrective,3214.31
916,19,2025-04-12,Preventive,8814.83
917,17,2025-05-05,Corrective,4783.62
918,85,2025-04-27,Preventive,3563.64
919,102,2025-11-16,Preventive,898.68
920,89,2025-09-05,Preventive,3444.8
921,46,2025-01-14,Corrective,7726.02
922,77,2025-11-23,Corrective,9067.89
923,89,2025-01-01,Preventive,7748.49
924,30,2025-02-19,Corrective,8806.41
925,72,2025-03-18,Corrective,5492.08
926,90,2025-06-15,Preventive,5644.87
927,10,2025-02-08,Corrective,2723.55
928,67,2025-03-18,Corrective,3540.66
929,104,2025-02-24,Preventive,9622.02
930,32,2025-03-10,Preventive,6670.13
931,64,2025-06-21,Corrective,3339.37
932,16,2025-06-15,Preventive,7524.95
933,10,2025-09-05,Corrective,598.81
934,25,2025-08-24,Preventive,8710.4
935,12,2025-10-17,Corrective,5332.11
936,49,2025-06-23,Corrective,1486.36
937,87,2025-07-08,Preventive,2068.09
938,107,2025-01-06,Preventive,8189.72
939,134,2025-06-21,Preventive,3792.16
940,127,2025-07-28,Preventive,3457.24
941,84,2025-03-24,Preventive,7109.73
942,52,2025-11-13,Preventive,9019.23
943,65,2025-04-07,Preventive,4218.34
944,57,2025-10-02,Corrective,8281.26
945,31,2025-12-27,Corrective,616.43
946,88,2025-10-15,Corrective,746.0
947,130,2025-05-08,Preventive,3276.2
948,63,2025-09-01,Preventive,1612.07
949,117,2025-11-07,Corrective,2229.91
950,38,2025-02-15,Preventive,9445.93
951,122,2025-02-11,Corrective,9397.32
952,19,2025-07-13,Corrective,5020.69
953,107,2025-10-23,Preventive,9093.38
954,142,2025-03-31,Corrective,7251.28
955,91,2025-01-16,Preventive,8870.07
956,96,2025-03-18,Corrective,9711.32
957,142,2025-03-12,Preventive,6941.36
958,116,2025-11-14,Corrective,2854.25
959,70,2025-09-28,Corrective,8767.15
960,84,2025-08-24,Corrective,8903.44
961,41,2025-11-08,Corrective,5399.31
962,64,2025-10-30,Corrective,2463.63
963,75,2025-03-26,Corrective,9837.51
964,89,2025-03-21,Corrective,1853.67
965,78,2025-10-31,Preventive,8581.2
966,146,2025-08-24,Corrective,4054.95
967,39,2025-10-06,Preventive,1660.88
968,112,2025-03-24,Preventive,8987.99
969,132,2025-05-14,Preventive,9813.22
970,10,2025-10-31,Preventive,8017.44
971,49,2025-06-07,Preventive,6868.79
972,72,2025-08-07,Preventive,1297.77
973,40,2025-03-13,Corrective,4190.34
974,36,2025-03-03,Corrective,2017.97
975,53,2025-01-16,Corrective,5415.11
976,79,2025-08-14,Preventive,4858.51
977,128,2025-01-29,Corrective,1581.31
978,99,2025-09-03,Corrective,2419.58
979,122,2025-10-05,Corrective,9204.71
980,47,2025-09-29,Preventive,5987.67
981,37,2025-01-10,Preventive,5431.47
982,66,2025-07-12,Preventive,3641.87
983,102,2025-02-17,Preventive,7824.94
984,63,2025-11-04,Preventive,5092.3
985,51,2025-11-12,Preventive,1672.19
986,89,2025-07-05,Preventive,1448.19
987,147,2025-09-15,Preventive,769.37
988,51,2025-01-17,Preventive,5869.58
989,32,2025-01-15,Corrective,5276.04
990,52,2025-11-07,Corrective,3307.89
991,22,2025-07-06,Preventive,710.54
992,5,2025-12-27,Preventive,6572.5
993,53,2025-07-06,Preventive,5275.92
994,74,2025-05-20,Corrective,4609.97
995,76,2025-11-12,Corrective,8720.54
996,44,2025-01-10,Preventive,7650.46
997,117,2025-07-18,Preventive,7802.27
998,35,2025-04-28,Corrective,2893.06
999,14,2025-09-13,Preventive,5076.09
1000,96,2025-12-24,Corrective,6954.11
1001,24,2025-12-26,Corrective,2200.8
1002,9,2025-04-25,Preventive,4458.94
1003,24,2025-09-17,Preventive,5613.03
1004,89,2025-11-21,Corrective,1073.06
1005,23,2025-09-19,Preventive,3786.16
1006,80,2025-03-28,Corrective,7691.84
1007,45,2025-10-21,Preventive,2372.77
1008,14,2025-11-01,Corrective,9637.66
1009,13,2025-05-09,Preventive,2401.14
1010,14,2025-01-28,Corrective,1806.05
1011,125,2025-06-17,Preventive,8616.14
1012,144,2025-12-30,Corrective,1008.07
1013,103,2025-05-05,Preventive,8674.52
1014,49,2025-12-02,Corrective,4222.26
1015,76,2025-04-04,Corrective,8257.65
1016,1,2025-06-02,Preventive,8261.16
1017,78,2025-04-13,Preventive,5945.44
1018,82,2025-01-24,Preventive,1093.37
1019,100,2025-12-12,Preventive,5226.21
1020,90,2025-04-25,Corrective,1133.27
1021,60,2025-09-10,Corrective,1052.11
1022,61,2025-07-03,Preventive,7121.17
1023,31,2025-12-04,Corrective,4088.31
1024,102,2025-07-07,Corrective,1016.02
1025,133,2025-01-24,Preventive,4521.93
1026,64,2025-12-25,Corrective,8030.49
1027,19,2025-07-22,Preventive,9537.06
1028,82,2025-09-03,Preventive,3226.68
1029,52,2025-04-26,Preventive,8186.85
1030,24,2025-01-13,Corrective,6538.3
1031,45,2025-01-25,Preventive,567.31
1032,147,2025-10-03,Preventive,6018.82
1033,28,2025-01-03,Preventive,1217.12
1034,80,2025-04-29,Preventive,8645.91
1035,70,2025-11-27,Preventive,4856.65
1036,45,2025-08-18,Preventive,8133.57
1037,144,2025-07-23,Preventive,8305.1
1038,84,2025-04-19,Preventive,4360.43
1039,38,2025-05-26,Preventive,2932.0
1040,18,2025-01-29,Corrective,3503.31
1041,38,2025-05-15,Preventive,1733.15
1042,143,2025-08-23,Preventive,4453.56
1043,29,2025-01-09,Preventive,6295.86
1044,126,2025-07-12,Preventive,8987.7
1045,28,2025-04-02,Corrective,6653.09
1046,4,2025-02-04,Preventive,4757.14
1047,108,2025-05-04,Preventive,2611.41
1048,78,2025-03-20,Corrective,4742.21
1049,70,2025-08-22,Corrective,8766.16
1050,56,2025-11-13,Corrective,3177.94
1051,11,2025-02-01,Corrective,6302.28
1052,125,2025-04-19,Preventive,6249.99
1053,147,2025-08-30,Preventive,6341.22
1054,144,2025-07-18,Preventive,4508.04
1055,85,2025-12-01,Corrective,8883.75
1056,2,2025-05-10,Preventive,7685.81
1057,61,2025-08-22,Preventive,6073.82
1058,59,2025-11-26,Corrective,3137.4
1059,123,2025-01-25,Corrective,2386.72
1060,115,2025-04-03,Preventive,7476.38
1061,96,2025-07-09,Preventive,3423.34
1062,41,2025-01-07,Corrective,5021.78
1063,105,2025-03-06,Preventive,9476.18
1064,110,2025-01-02,Corrective,8931.35
1065,89,2025-02-07,Preventive,3993.16
1066,124,2025-08-02,Preventive,8820.02
1067,85,2025-06-14,Preventive,3442.84
1068,139,2025-04-04,Corrective,8404.81
1069,117,2025-12-17,Preventive,754.54
1070,150,2025-10-16,Corrective,5750.32
1071,89,2025-08-01,Corrective,5888.53
1072,113,2025-02-26,Preventive,1682.53
1073,42,2025-11-17,Corrective,6456.39
1074,137,2025-09-06,Corrective,7042.7
1075,39,2025-06-19,Corrective,4587.78
1076,21,2025-11-12,Corrective,4977.68
1077,91,2025-02-23,Corrective,7444.98
1078,139,2025-12-24,Preventive,1920.74
1079,6,2025-08-05,Preventive,7810.83
1080,53,2025-07-07,Preventive,1323.98
1081,72,2025-07-15,Preventive,2072.49
1082,150,2025-12-28,Preventive,7362.39
1083,110,2025-12-17,Preventive,9030.22
1084,36,2025-03-20,Corrective,5889.34
1085,88,2025-11-02,Corrective,3097.57
1086,81,2025-03-19,Corrective,3767.55
1087,127,2025-11-30,Corrective,8957.0
1088,38,2025-06-01,Corrective,4893.74
1089,80,2025-04-06,Corrective,8779.18
1090,21,2025-08-04,Corrective,8285.62
1091,46,2025-08-16,Preventive,3115.63
1092,27,2025-08-01,Corrective,1364.36
1093,40,2025-07-02,Preventive,6830.87
1094,73,2025-08-29,Corrective,5822.43
1095,148,2025-11-24,Preventive,8275.14
1096,35,2025-12-23,Corrective,6021.33
1097,92,2025-03-30,Corrective,5563.29
1098,113,2025-02-12,Preventive,9840.12
1099,65,2025-05-22,Corrective,9622.15
1100,99,2025-01-12,Corrective,542.92
1101,37,2025-02-25,Corrective,4404.42
1102,123,2025-03-11,Preventive,4883.7
1103,145,2025-01-01,Preventive,4946.47
1104,83,2025-08-13,Preventive,1734.9
1105,32,2025-03-07,Corrective,4103.91
1106,95,2025-06-15,Preventive,3094.63
1107,112,2025-01-31,Corrective,4292.81
1108,149,2025-07-07,Preventive,9055.39
1109,67,2025-09-24,Corrective,4940.48
1110,105,2025-05-07,Preventive,7900.17
1111,14,2025-06-04,Corrective,1737.03
1112,71,2025-01-19,Preventive,9952.56
1113,85,2025-10-17,Corrective,8423.52
1114,2,2025-05-12,Corrective,5885.81
1115,25,2025-09-09,Corrective,1487.0
1116,6,2025-08-30,Preventive,6765.32
1117,13,2025-06-12,Preventive,1504.92
1118,42,2025-03-06,Preventive,6710.73
1119,78,2025-02-08,Preventive,7403.73
1120,12,2025-09-12,Preventive,8591.58
1121,84,2025-04-02,Preventive,9970.97
1122,79,2025-10-20,Preventive,6924.47
1123,45,2025-08-17,Corrective,4173.41
1124,109,2025-12-23,Corrective,9635.58
1125,25,2025-01-31,Preventive,4561.54
1126,57,2025-08-02,Preventive,8296.6
1127,56,2025-07-26,Corrective,4014.55
1128,13,2025-08-12,Preventive,7998.49
1129,1,2025-09-08,Corrective,7195.82
1130,38,2025-11-06,Preventive,3915.38
1131,32,2025-06-30,Corrective,1035.05
1132,83,2025-10-28,Corrective,594.74
1133,11,2025-01-14,Preventive,5708.32
1134,7,2025-12-28,Preventive,9032.64
1135,40,2025-03-06,Preventive,1719.91
1136,6,2025-07-06,Corrective,3225.72
1137,4,2025-04-09,Corrective,9180.17
1138,150,2025-07-11,Corrective,7748.13
1139,142,2025-04-28,Corrective,6336.01
1140,148,2025-01-06,Corrective,6176.76
1141,5,2025-07-28,Corrective,4993.49
1142,111,2025-01-28,Corrective,6290.31
1143,101,2025-04-07,Preventive,983.01
1144,112,2025-12-23,Corrective,549.95
1145,11,2025-07-09,Preventive,4858.84
1146,79,2025-07-11,Preventive,1821.98
1147,85,2025-05-05,Preventive,5992.54
1148,24,2025-09-20,Corrective,7508.71
1149,102,2025-11-09,Preventive,8790.08
1150,35,2025-03-20,Preventive,5428.06
1151,59,2025-12-18,Preventive,5667.23
1152,143,2025-06-16,Corrective,5527.58
1153,89,2025-05-18,Corrective,589.33
1154,15,2025-06-27,Preventive,7253.64
1155,7,2025-01-08,Preventive,5202.33
1156,44,2025-04-13,Corrective,1370.44
1157,18,2025-05-20,Preventive,5635.56
1158,64,2025-08-19,Preventive,6853.82
1159,142,2025-06-24,Preventive,6358.32
1160,143,2025-03-18,Preventive,4016.21
1161,73,2025-04-19,Preventive,8648.66
1162,46,2025-02-01,Corrective,3455.89
1163,58,2025-07-23,Preventive,2275.45
1164,140,2025-08-22,Preventive,5831.79
1165,132,2025-06-16,Preventive,927.39
1166,105,2025-10-15,Corrective,1465.6
1167,25,2025-01-13,Corrective,3911.38
1168,122,2025-08-02,Preventive,531.89
1169,99,2025-08-04,Corrective,1802.31
1170,104,2025-03-08,Corrective,5825.09
1171,119,2025-02-01,Preventive,1171.82
1172,2,2025-08-03,Corrective,2852.17
1173,44,2025-07-15,Preventive,5703.69
1174,30,2025-10-07,Corrective,6686.09
1175,105,2025-09-03,Preventive,7445.95
1176,18,2025-06-09,Corrective,711.13
1177,149,2025-05-25,Corrective,1097.16
1178,3,2025-09-09,Corrective,4049.1
1179,117,2025-07-16,Corrective,4123.43
1180,112,2025-01-04,Corrective,7461.42
1181,142,2025-08-03,Corrective,3414.6
1182,61,2025-11-06,Preventive,2337.79
1183,102,2025-11-10,Preventive,5899.53
1184,118,2025-09-14,Preventive,3880.15
1185,143,2025-05-17,Corrective,1188.56
1186,93,2025-12-26,Preventive,8378.27
1187,22,2025-08-04,Corrective,3118.87
1188,77,2025-01-19,Preventive,973.98
1189,142,2025-11-15,Preventive,6760.31
1190,100,2025-01-01,Preventive,2607.26
1191,114,2025-05-30,Preventive,1598.08
1192,110,2025-07-23,Corrective,1989.05
1193,84,2025-01-12,Preventive,9648.32
1194,102,2025-11-25,Corrective,3997.3
1195,7,2025-05-19,Corrective,6396.59
1196,30,2025-06-26,Corrective,5854.56
1197,50,2025-03-22,Preventive,4383.44
1198,141,2025-03-21,Corrective,5124.46
1199,94,2025-03-28,Preventive,2538.27
1200,116,2025-08-14,Preventive,2411.37
1201,83,2025-12-02,Preventive,1872.12
1202,79,2025-08-20,Corrective,5957.15
1203,22,2025-09-21,Corrective,3016.78
1204,117,2025-05-13,Preventive,3079.32
1205,57,2025-08-26,Preventive,8399.57
1206,63,2025-07-21,Preventive,6242.1
1207,75,2025-02-27,Preventive,3445.65
1208,21,2025-01-01,Corrective,9978.75
1209,16,2025-02-19,Preventive,8374.07
1210,115,2025-02-27,Corrective,2748.28
1211,17,2025-02-16,Corrective,8434.77
1212,137,2025-04-21,Corrective,9939.95
1213,128,2025-10-27,Preventive,8772.89
1214,38,2025-02-14,Corrective,2153.14
1215,120,2025-04-20,Corrective,4545.58
1216,4,2025-05-17,Corrective,6005.58
1217,45,2025-06-19,Corrective,6352.37
1218,38,2025-02-24,Corrective,5319.9
1219,122,2025-09-16,Preventive,2793.49
1220,84,2025-10-23,Corrective,8106.81
1221,126,2025-11-26,Corrective,2749.61
1222,101,2025-08-06,Corrective,2361.51
1223,84,2025-07-28,Preventive,5456.55
1224,61,2025-09-02,Preventive,9790.28
1225,149,2025-06-12,Corrective,9552.87
1226,90,2025-04-11,Corrective,1030.42
1227,31,2025-12-31,Corrective,6508.75
1228,36,2025-12-03,Corrective,6681.75
1229,82,2025-08-02,Corrective,9980.49
1230,72,2025-07-04,Corrective,5380.55
1231,19,2025-05-09,Corrective,3966.01
1232,110,2025-03-20,Preventive,9156.9
1233,138,2025-07-07,Corrective,1201.09
1234,4,2025-08-21,Corrective,1942.05
1235,47,2025-03-24,Preventive,8345.83
1236,108,2025-10-20,Corrective,3474.05
1237,75,2025-09-16,Corrective,6506.98
1238,13,2025-11-24,Preventive,4259.5
1239,73,2025-02-20,Corrective,2852.97
1240,13,2025-12-29,Corrective,7072.83
1241,109,2025-01-03,Corrective,8517.6
1242,56,2025-11-02,Corrective,8437.06
1243,15,2025-02-03,Preventive,5390.08
1244,1,2025-02-16,Corrective,1252.03
1245,18,2025-09-18,Preventive,8814.29
1246,19,2025-12-06,Preventive,8460.78
1247,98,2025-06-13,Preventive,1507.82
1248,80,2025-09-26,Corrective,7387.51
1249,117,2025-07-15,Corrective,8042.54
1250,88,2025-07-12,Preventive,8560.4
1251,90,2025-09-25,Preventive,9241.47
1252,12,2025-08-30,Preventive,9567.25
1253,123,2025-09-02,Corrective,6457.07
1254,146,2025-02-07,Preventive,6327.49
1255,52,2025-11-23,Corrective,3204.26
1256,89,2025-03-17,Corrective,6155.05
1257,18,2025-08-03,Preventive,6622.41
1258,70,2025-10-18,Preventive,8249.69
1259,64,2025-08-03,Preventive,6818.3
1260,71,2025-04-06,Corrective,8106.09
1261,63,2025-05-27,Preventive,2721.99
1262,42,2025-08-19,Preventive,6666.03
1263,102,2025-08-22,Preventive,3038.53
1264,66,2025-04-06,Corrective,3480.23
1265,57,2025-11-18,Preventive,4176.23
1266,98,2025-10-21,Corrective,3512.19
1267,97,2025-10-01,Corrective,2164.57
1268,149,2025-02-22,Preventive,9335.0
1269,44,2025-02-24,Preventive,4853.52
1270,61,2025-11-27,Preventive,8860.56
1271,11,2025-02-17,Corrective,4450.91
1272,127,2025-12-30,Corrective,4039.47
1273,14,2025-03-15,Corrective,9666.92
1274,86,2025-01-22,Corrective,9835.25
1275,108,2025-12-23,Preventive,2025.4
1276,103,2025-08-01,Preventive,929.54
1277,68,2025-11-29,Preventive,7300.35
1278,109,2025-02-24,Preventive,3045.57
1279,71,2025-01-07,Corrective,7542.98
1280,3,2025-10-08,Preventive,5306.34
1281,38,2025-09-04,Corrective,4603.84
1282,118,2025-04-19,Preventive,4239.3
1283,119,2025-06-22,Preventive,7432.96
1284,45,2025-12-08,Corrective,8213.65
1285,10,2025-05-01,Corrective,6056.55
1286,44,2025-05-21,Corrective,4420.77
1287,79,2025-07-06,Preventive,4256.12
1288,131,2025-11-27,Preventive,3219.03
1289,7,2025-10-04,Corrective,4527.4
1290,58,2025-03-17,Preventive,6932.95
1291,29,2025-03-11,Preventive,4282.11
1292,69,2025-01-16,Corrective,3471.74
1293,101,2025-03-08,Preventive,7921.54
1294,58,2025-09-22,Corrective,8296.11
1295,55,2025-05-10,Preventive,4707.98
1296,6,2025-07-09,Corrective,8922.21
1297,1,2025-10-23,Preventive,3330.0
1298,98,2025-07-05,Corrective,1161.45
1299,56,2025-05-10,Corrective,6117.84
1300,85,2025-12-29,Preventive,6004.02
1301,134,2025-09-13,Preventive,1704.36
1302,110,2025-10-14,Corrective,5122.36
1303,41,2025-08-29,Preventive,3116.76
1304,8,2025-10-23,Corrective,6511.29
1305,27,2025-07-29,Preventive,6540.44
1306,59,2025-08-21,Corrective,6406.25
1307,69,2025-01-11,Preventive,1732.26
1308,67,2025-10-12,Corrective,2694.61
1309,120,2025-06-11,Corrective,5417.11
1310,130,2025-05-10,Preventive,3546.1
1311,120,2025-10-08,Preventive,5477.92
1312,29,2025-03-04,Corrective,2484.42
1313,106,2025-12-26,Preventive,4392.38
1314,23,2025-09-06,Preventive,8051.56
1315,91,2025-06-30,Corrective,6360.5
