FaultID,TurbineID,FaultDate,FaultCode,Severity
1743,32,2025-10-29,SNS205,Low
1744,12,2025-05-06,GBX101,Medium
1745,34,2025-09-25,GEN401,Low
1746,26,2025-03-17,GBX101,Critical
1747,16,2025-07-10,SNS205,Low
1748,14,2025-03-11,BRK501,Medium
1749,66,2025-04-23,GBX101,Medium
1750,56,2025-04-27,GEN401,Critical
1751,95,2025-10-27,GBX101,Critical
1752,21,2025-08-01,BRK501,Critical
1753,47,2025-07-10,GEN401,Critical
1754,124,2025-04-22,SNS205,High
1755,10,2025-11-19,GEN401,Medium
1756,40,2025-05-01,GBX101,Medium
1757,90,2025-11-02,BRK501,High
1758,17,2025-12-21,GBX101,Low
1759,53,2025-08-03,GEN401,Low
1760,42,2025-01-19,GEN401,Low
1761,36,2025-11-30,BLD301,Medium
1762,147,2025-02-01,GBX101,High
1763,121,2025-09-09,BLD301,High
1764,111,2025-12-27,SNS205,Low
1765,101,2025-09-10,SNS205,Low
1766,121,2025-08-10,GBX101,High
1767,117,2025-07-06,GBX101,Critical
1768,18,2025-02-27,GEN401,High
1769,63,2025-11-06,BLD301,Low
1770,128,2025-01-22,GEN401,Medium
1771,71,2025-03-02,BLD301,Medium
1772,105,2025-10-07,BLD301,Critical
1773,91,2025-01-23,GEN401,High
1774,27,2025-06-17,BRK501,High
1775,64,2025-07-17,GBX101,High
1776,81,2025-01-31,SNS205,Low
1777,90,2025-05-09,BLD301,Critical
1778,94,2025-12-04,BRK501,High
1779,15,2025-01-18,SNS205,High
1780,70,2025-04-29,BLD301,High
1781,16,2025-10-30,BRK501,Low
1782,15,2025-04-30,SNS205,High
1783,85,2025-11-16,SNS205,Critical
1784,70,2025-10-11,BLD301,Low
1785,31,2025-08-26,GBX101,Medium
1786,77,2025-01-24,GEN401,Medium
1787,29,2025-04-14,BRK501,Critical
1788,113,2025-05-20,BLD301,Medium
1789,112,2025-11-22,SNS205,Low
1790,72,2025-05-21,BRK501,Medium
1791,8,2025-07-11,GBX101,High
1792,73,2025-03-17,GEN401,Critical
1793,73,2025-05-19,BLD301,High
1794,48,2025-08-12,GEN401,High
1795,82,2025-03-19,SNS205,Critical
1796,125,2025-03-14,GEN401,Critical
1797,126,2025-04-21,SNS205,Critical
1798,55,2025-01-17,GEN401,High
1799,7,2025-03-05,GEN401,High
1800,93,2025-10-11,SNS205,High
1801,19,2025-03-09,BLD301,Critical
1802,149,2025-08-02,SNS205,Critical
1803,12,2025-06-08,SNS205,Critical
1804,72,2025-06-07,BRK501,Critical
1805,56,2025-01-12,SNS205,Critical
1806,113,2025-10-01,BRK501,High
1807,27,2025-03-31,SNS205,Critical
1808,83,2025-12-05,GEN401,Low
1809,127,2025-05-04,BLD301,Critical
1810,136,2025-02-19,BLD301,Low
1811,92,2025-03-25,BLD301,High
1812,113,2025-08-30,BLD301,Critical
1813,44,2025-03-06,BRK501,Critical
1814,36,2025-11-26,GBX101,High
1815,89,2025-05-15,BLD301,Critical
1816,133,2025-01-11,BRK501,High
1817,149,2025-04-15,SNS205,High
1818,46,2025-06-08,BRK501,Critical
1819,122,2025-05-03,SNS205,Low
1820,1,2025-09-24,GBX101,Low
1821,9,2025-09-07,BRK501,Low
1822,43,2025-03-20,SNS205,High
1823,20,2025-02-22,GEN401,Low
1824,135,2025-03-25,BLD301,Low
1825,108,2025-11-21,GEN401,Critical
1826,58,2025-03-11,SNS205,High
1827,85,2025-01-27,GEN401,Critical
1828,17,2025-07-24,GBX101,Critical
1829,98,2025-08-07,SNS205,Critical
1830,10,2025-08-15,SNS205,Critical
1831,52,2025-06-15,SNS205,Low
1832,23,2025-04-29,GEN401,Critical
1833,64,2025-02-09,BLD301,High
1834,85,2025-10-16,BRK501,Critical
1835,9,2025-06-21,SNS205,Medium
1836,9,2025-02-19,GEN401,Low
1837,94,2025-08-17,BLD301,High
1838,52,2025-11-11,GBX101,Medium
1839,139,2025-12-26,GBX101,Low
1840,82,2025-04-01,SNS205,Low
1841,42,2025-09-09,SNS205,Medium
1842,130,2025-06-08,BLD301,Critical
1843,24,2025-06-20,BLD301,Low
1844,59,2025-06-17,BRK501,High
1845,19,2025-11-26,GEN401,Low
1846,89,2025-09-09,SNS205,High
1847,96,2025-07-26,GEN401,Low
1848,74,2025-02-08,GEN401,Medium
1849,122,2025-07-04,BLD301,Critical
1850,40,2025-06-02,SNS205,Low
1851,17,2025-01-21,BRK501,High
1852,119,2025-06-27,SNS205,High
1853,137,2025-11-25,GEN401,Low
1854,81,2025-09-23,SNS205,Critical
1855,146,2025-06-09,BRK501,Medium
1856,12,2025-06-30,GBX101,Medium
1857,41,2025-04-04,SNS205,Medium
1858,26,2025-10-02,SNS205,High
1859,34,2025-09-18,GEN401,High
1860,64,2025-04-22,SNS205,Low
1861,71,2025-01-16,BLD301,Medium
1862,49,2025-03-12,SNS205,Medium
1863,43,2025-10-17,BRK501,Medium
1864,96,2025-10-19,GBX101,Critical
1865,128,2025-01-30,BLD301,Low
1866,104,2025-04-25,BLD301,Medium
1867,147,2025-06-15,BRK501,Low
1868,59,2025-01-19,BRK501,Medium
1869,107,2025-08-06,BRK501,Critical
1870,32,2025-04-06,GEN401,Low
1871,44,2025-12-14,GEN401,Low
1872,7,2025-05-01,BRK501,High
1873,118,2025-01-02,SNS205,Medium
1874,111,2025-09-19,SNS205,Critical
1875,12,2025-08-08,GEN401,Medium
1876,22,2025-01-22,BRK501,Low
1877,108,2025-07-06,SNS205,Medium
1878,138,2025-07-31,GBX101,Medium
1879,97,2025-03-26,GBX101,Critical
1880,76,2025-09-13,BRK501,High
1881,29,2025-03-19,GBX101,Low
1882,29,2025-03-14,SNS205,Critical
1883,4,2025-07-31,GEN401,Critical
1884,145,2025-12-02,BLD301,Medium
1885,145,2025-01-27,BLD301,Medium
1886,37,2025-01-22,GBX101,High
1887,23,2025-04-23,GEN401,High
1888,129,2025-04-10,GBX101,Low
1889,21,2025-04-11,SNS205,Medium
1890,102,2025-04-12,SNS205,Medium
1891,10,2025-10-11,GEN401,Low
1892,21,2025-12-18,BLD301,Low
1893,46,2025-10-13,SNS205,Medium
1894,125,2025-09-16,BRK501,Medium
1895,111,2025-05-31,BRK501,Low
1896,129,2025-01-27,SNS205,High
1897,124,2025-12-30,SNS205,Critical
1898,135,2025-08-10,BRK501,Medium
1899,121,2025-07-24,SNS205,High
1900,5,2025-06-16,SNS205,Medium
1901,136,2025-03-17,GBX101,Low
1902,104,2025-10-02,BRK501,Medium
1903,20,2025-01-08,SNS205,Low
1904,116,2025-03-07,GEN401,Critical
1905,102,2025-12-05,SNS205,Medium
1906,96,2025-10-02,SNS205,Critical
1907,33,2025-12-13,BLD301,High
1908,127,2025-02-28,SNS205,Medium
1909,135,2025-01-21,BRK501,Critical
1910,76,2025-07-03,GEN401,Low
1911,83,2025-11-29,BRK501,Low
1912,94,2025-02-13,GEN401,Low
1913,26,2025-12-13,SNS205,Critical
1914,89,2025-12-20,GEN401,Low
1915,114,2025-10-24,BRK501,Medium
1916,114,2025-05-16,GBX101,Critical
1917,123,2025-04-30,GEN401,High
1918,4,2025-03-14,GBX101,Critical
1919,4,2025-02-18,SNS205,High
1920,56,2025-08-08,BLD301,Critical
1921,7,2025-02-10,BRK501,Low
1922,37,2025-11-10,GEN401,Critical
1923,52,2025-12-10,GBX101,Medium
1924,55,2025-06-22,BRK501,High
1925,102,2025-10-17,BLD301,Low
1926,112,2025-11-05,BLD301,Medium
1927,52,2025-07-21,BLD301,Critical
1928,149,2025-01-30,SNS205,Critical
1929,27,2025-12-11,GEN401,High
1930,116,2025-02-16,GEN401,Critical
1931,22,2025-02-13,GBX101,High
1932,34,2025-07-11,GBX101,Medium
1933,128,2025-07-23,BLD301,Medium
1934,20,2025-12-30,BRK501,Medium
1935,127,2025-10-03,GEN401,High
1936,28,2025-10-05,BLD301,Medium
1937,44,2025-09-25,BLD301,Critical
1938,29,2025-09-15,BRK501,Critical
1939,16,2025-12-22,BRK501,Low
1940,114,2025-06-16,GEN401,Medium
1941,64,2025-02-17,BRK501,Medium
1942,3,2025-07-09,GBX101,Critical
1943,149,2025-02-13,BRK501,Low
1944,110,2025-05-10,GEN401,Medium
1945,89,2025-10-23,SNS205,Low
1946,14,2025-07-08,BLD301,Medium
1947,144,2025-10-24,SNS205,Critical
1948,69,2025-06-12,GBX101,Low
1949,17,2025-04-18,GEN401,Medium
1950,116,2025-09-11,GBX101,Medium
1951,127,2025-05-16,GEN401,Low
1952,124,2025-11-30,GBX101,High
1953,68,2025-07-29,BLD301,High
1954,147,2025-08-06,SNS205,Critical
1955,117,2025-03-31,BRK501,Low
1956,42,2025-10-26,GBX101,Medium
1957,105,2025-07-28,BRK501,Medium
1958,61,2025-01-09,BRK501,High
1959,94,2025-09-17,GEN401,Low
1960,114,2025-09-03,SNS205,Medium
1961,11,2025-06-19,BRK501,High
1962,118,2025-07-25,GEN401,High
1963,63,2025-01-29,BLD301,Critical
1964,118,2025-06-07,GBX101,Low
1965,122,2025-03-04,GEN401,Critical
1966,81,2025-12-08,GEN401,High
1967,28,2025-02-26,SNS205,High
1968,137,2025-01-10,GBX101,Low
1969,111,2025-08-16,BLD301,Low
1970,79,2025-01-07,SNS205,Critical
1971,71,2025-07-23,SNS205,High
1972,47,2025-10-29,GBX101,Low
1973,91,2025-08-23,BLD301,High
1974,15,2025-12-11,BRK501,Medium
1975,90,2025-09-16,GBX101,Critical
1976,143,2025-04-05,BLD301,High
1977,26,2025-05-29,GEN401,High
1978,50,2025-04-19,BLD301,High
1979,35,2025-09-06,BRK501,High
1980,134,2025-04-16,GEN401,Critical
1981,144,2025-10-17,BLD301,High
1982,95,2025-12-07,GBX101,High
1983,4,2025-05-24,GEN401,Critical
1984,40,2025-03-22,BLD301,Low
1985,71,2025-01-14,GEN401,High
1986,115,2025-08-19,GBX101,Critical
1987,75,2025-03-29,GEN401,Low
1988,103,2025-01-13,BRK501,High
1989,105,2025-06-25,BRK501,Low
1990,139,2025-12-07,BLD301,Critical
1991,125,2025-05-03,BRK501,High
1992,30,2025-06-25,BRK501,Critical
1993,97,2025-06-03,GBX101,Medium
1994,64,2025-12-21,GEN401,Critical
1995,115,2025-12-12,GBX101,High
1996,27,2025-11-09,SNS205,Critical
1997,142,2025-11-18,BLD301,Critical
1998,94,2025-03-02,GEN401,High
1999,11,2025-01-05,GBX101,Medium
2000,122,2025-07-17,GBX101,Low
2001,25,2025-04-10,BRK501,Critical
2002,36,2025-01-22,BLD301,High
2003,126,2025-10-28,BLD301,Critical
2004,87,2025-05-05,SNS205,Low
2005,92,2025-04-01,GEN401,High
2006,44,2025-10-06,SNS205,Critical
2007,95,2025-05-31,BLD301,Critical
2008,81,2025-05-07,GEN401,High
2009,111,2025-04-10,GEN401,Medium
2010,141,2025-05-20,GBX101,Critical
2011,105,2025-04-09,BRK501,Low
2012,116,2025-08-07,GBX101,Low
2013,61,2025-03-02,BLD301,Critical
2014,82,2025-03-27,GEN401,Medium
2015,104,2025-11-21,GBX101,Low
2016,79,2025-06-28,BRK501,Medium
2017,4,2025-02-21,SNS205,High
2018,4,2025-01-11,GBX101,Medium
2019,110,2025-08-04,GBX101,High
2020,134,2025-11-17,BLD301,Low
2021,107,2025-08-30,GBX101,Medium
2022,137,2025-11-26,GBX101,High
2023,100,2025-05-06,GBX101,Low
2024,58,2025-01-04,GEN401,Low
2025,15,2025-10-01,SNS205,Low
2026,118,2025-06-11,BRK501,High
2027,106,2025-02-02,GBX101,Critical
2028,140,2025-10-25,BLD301,Critical
2029,48,2025-02-22,GEN401,Low
2030,148,2025-11-26,GEN401,Medium
2031,148,2025-02-18,GBX101,High
2032,106,2025-01-05,GEN401,High
2033,63,2025-06-23,GEN401,Low
2034,51,2025-07-18,GEN401,Medium
2035,137,2025-03-18,GEN401,Critical
2036,7,2025-02-15,BLD301,Medium
2037,53,2025-10-09,SNS205,Critical
2038,16,2025-11-24,SNS205,High
2039,22,2025-07-26,SNS205,High
2040,90,2025-09-15,BRK501,Low
2041,94,2025-04-23,BRK501,Medium
2042,6,2025-10-19,GEN401,Medium
2043,103,2025-09-15,GBX101,Low
2044,130,2025-10-13,GEN401,Medium
2045,114,2025-12-20,GBX101,Low
2046,41,2025-12-27,GEN401,Low
2047,140,2025-07-08,BLD301,Medium
2048,110,2025-12-04,BRK501,High
2049,63,2025-09-09,GEN401,Low
2050,124,2025-04-30,BLD301,High
2051,2,2025-04-02,GEN401,Low
2052,97,2025-11-24,BRK501,Medium
2053,62,2025-09-16,GBX101,High
2054,37,2025-01-23,BRK501,Low
2055,69,2025-06-09,SNS205,Medium
2056,87,2025-09-14,SNS205,Low
2057,50,2025-10-24,SNS205,Low
2058,31,2025-11-23,SNS205,Low
2059,10,2025-10-11,BLD301,Low
2060,95,2025-09-18,SNS205,Low
2061,102,2025-07-02,BLD301,Low
2062,11,2025-05-20,GBX101,Low
2063,124,2025-11-25,SNS205,Critical
2064,33,2025-06-25,BLD301,Low
2065,94,2025-09-04,SNS205,High
2066,141,2025-12-02,SNS205,Medium
2067,91,2025-04-02,BRK501,Medium
2068,34,2025-09-13,SNS205,Medium
2069,18,2025-09-14,SNS205,High
2070,128,2025-05-06,BLD301,High
2071,77,2025-01-01,GEN401,Critical
2072,121,2025-04-17,GBX101,High
2073,21,2025-10-07,SNS205,High
2074,18,2025-02-10,BLD301,Critical
2075,1,2025-05-04,GEN401,Low
2076,135,2025-06-26,SNS205,High
2077,92,2025-02-02,BRK501,Low
2078,66,2025-08-09,GEN401,High
2079,119,2025-01-10,GBX101,Low
2080,114,2025-03-11,GBX101,Medium
2081,30,2025-02-22,BLD301,Low
2082,70,2025-11-11,SNS205,High
2083,89,2025-06-14,GEN401,Low
2084,4,2025-02-02,BLD301,Medium
2085,14,2025-11-23,SNS205,High
2086,149,2025-05-08,GBX101,Critical
2087,42,2025-07-20,SNS205,Low
2088,23,2025-03-29,GBX101,Critical
2089,81,2025-04-19,GBX101,Medium
2090,16,2025-08-10,BLD301,Critical
2091,77,2025-08-31,BRK501,High
2092,12,2025-06-17,BLD301,Critical
2093,61,2025-02-14,GBX101,High
2094,116,2025-06-22,BLD301,Critical
2095,2,2025-08-05,SNS205,High
2096,32,2025-07-26,BRK501,Critical
2097,96,2025-07-12,BRK501,Low
2098,15,2025-11-08,BLD301,Critical
2099,23,2025-08-02,BLD301,High
2100,45,2025-12-09,BRK501,High
2101,28,2025-03-03,GBX101,Medium
2102,143,2025-08-11,BLD301,Low
2103,93,2025-07-23,GEN401,Low
2104,61,2025-01-12,GEN401,Low
2105,139,2025-12-14,GBX101,Medium
2106,97,2025-07-21,GEN401,High
2107,103,2025-10-17,BLD301,Critical
2108,61,2025-01-29,SNS205,Medium
2109,62,2025-05-05,GEN401,Low
2110,58,2025-05-19,SNS205,High
2111,125,2025-01-24,GBX101,Medium
2112,133,2025-09-19,SNS205,Critical
2113,66,2025-07-31,BLD301,Medium
2114,26,2025-09-22,BLD301,Critical
2115,81,2025-02-27,BRK501,Medium
2116,86,2025-04-06,BLD301,Low
2117,73,2025-11-26,GEN401,Low
2118,137,2025-07-21,GEN401,High
2119,119,2025-06-26,SNS205,Low
2120,17,2025-04-04,GBX101,High
2121,60,2025-06-27,SNS205,Critical
2122,129,2025-11-11,GBX101,Low
2123,62,2025-11-02,BRK501,Medium
2124,68,2025-09-04,GBX101,High
2125,80,2025-05-15,GEN401,Critical
2126,117,2025-10-28,GEN401,High
2127,84,2025-10-05,BRK501,Medium
2128,75,2025-08-19,BRK501,High
2129,104,2025-04-15,GEN401,Low
2130,45,2025-01-09,SNS205,High
2131,89,2025-06-20,GEN401,Critical
2132,30,2025-03-14,BLD301,High
2133,49,2025-03-19,SNS205,Critical
2134,8,2025-11-19,GBX101,Low
2135,21,2025-09-24,SNS205,Medium
2136,124,2025-02-19,GBX101,Critical
2137,26,2025-03-01,GEN401,Medium
2138,113,2025-09-16,GEN401,Critical
2139,103,2025-03-30,SNS205,Low
2140,58,2025-03-13,BLD301,Critical
2141,52,2025-08-09,SNS205,Low
2142,55,2025-03-05,GEN401,Medium
2143,61,2025-02-02,BLD301,Low
2144,97,2025-01-12,BLD301,Medium
2145,22,2025-09-05,GEN401,Critical
2146,119,2025-06-15,GEN401,Medium
2147,41,2025-05-13,BRK501,Medium
2148,11,2025-01-26,BRK501,Low
2149,76,2025-11-30,BLD301,Critical
2150,125,2025-09-01,SNS205,Critical
2151,123,2025-09-06,BRK501,Low
2152,25,2025-12-02,SNS205,Low
2153,58,2025-10-17,GBX101,High
2154,25,2025-12-04,BLD301,Medium
2155,128,2025-12-09,GBX101,High
2156,113,2025-11-30,BLD301,Low
2157,46,2025-12-01,BLD301,Medium
2158,139,2025-07-29,BRK501,High
2159,16,2025-03-09,BRK501,Low
2160,69,2025-12-18,GBX101,Critical
2161,39,2025-10-07,GEN401,High
2162,78,2025-07-19,GEN401,Medium
2163,43,2025-09-09,GBX101,Critical
2164,40,2025-02-27,GBX101,High
2165,37,2025-01-05,BLD301,Critical
2166,43,2025-07-22,GBX101,High
2167,89,2025-12-24,BRK501,Low
2168,69,2025-07-23,BRK501,Medium
2169,113,2025-03-27,BLD301,High
2170,68,2025-08-06,SNS205,High
2171,77,2025-10-21,GEN401,Medium
2172,4,2025-07-04,SNS205,Medium
2173,54,2025-02-18,BRK501,Medium
2174,8,2025-09-11,BRK501,Low
2175,44,2025-11-26,BLD301,Medium
2176,75,2025-10-20,GBX101,Low
2177,83,2025-09-15,BRK501,Low
2178,55,2025-10-12,GBX101,Low
2179,100,2025-05-11,SNS205,Critical
2180,109,2025-09-22,BRK501,Low
2181,137,2025-11-05,GBX101,Critical
2182,43,2025-06-17,SNS205,Low
2183,124,2025-02-18,GEN401,High
2184,76,2025-01-08,GEN401,High
2185,91,2025-08-18,BLD301,Medium
2186,53,2025-07-14,GEN401,Critical
2187,74,2025-01-30,SNS205,Low
2188,21,2025-10-30,BRK501,Critical
2189,136,2025-01-05,GBX101,Medium
2190,80,2025-10-28,SNS205,High
2191,104,2025-04-23,BRK501,Low
2192,120,2025-04-08,SNS205,High
2193,47,2025-10-26,BRK501,Low
2194,136,2025-12-11,BRK501,Low
2195,55,2025-07-17,BRK501,Low
2196,103,2025-11-08,GEN401,High
2197,12,2025-10-14,GBX101,High
2198,1,2025-10-10,SNS205,Medium
2199,32,2025-09-02,BLD301,Medium
2200,36,2025-01-05,GEN401,Medium
2201,50,2025-01-18,GEN401,Low
2202,38,2025-03-04,GEN401,Critical
2203,46,2025-01-22,GEN401,High
2204,130,2025-04-26,BLD301,High
2205,19,2025-04-24,GBX101,Medium
2206,125,2025-05-07,BLD301,Low
2207,10,2025-11-06,BRK501,High
2208,105,2025-08-06,BRK501,Low
2209,15,2025-04-24,SNS205,High
2210,28,2025-10-09,BRK501,Medium
2211,13,2025-11-10,GBX101,Medium
2212,142,2025-12-31,GEN401,Critical
2213,106,2025-07-20,SNS205,High
2214,127,2025-07-31,GBX101,Medium
2215,30,2025-02-14,GEN401,Medium
2216,113,2025-05-25,GEN401,High
2217,72,2025-10-14,BLD301,Low
2218,124,2025-02-23,SNS205,Medium
2219,31,2025-08-01,BLD301,Low
2220,46,2025-02-25,SNS205,High
2221,76,2025-08-09,BRK501,High
2222,133,2025-01-01,BRK501,Low
2223,71,2025-09-22,GEN401,High
2224,33,2025-02-06,SNS205,High
2225,55,2025-04-09,SNS205,Critical
2226,80,2025-03-14,BLD301,Medium
2227,17,2025-10-30,GEN401,High
2228,132,2025-01-24,SNS205,Low
2229,13,2025-02-11,GBX101,Medium
2230,46,2025-06-25,BRK501,High
2231,52,2025-08-06,GEN401,Medium
2232,104,2025-12-31,GEN401,Critical
2233,62,2025-10-30,GEN401,High
2234,34,2025-06-12,BRK501,Critical
2235,81,2025-04-21,BLD301,High
2236,25,2025-10-21,SNS205,Critical
2237,112,2025-12-23,GBX101,Critical
2238,21,2025-11-26,GEN401,Low
2239,5,2025-09-20,GEN401,Low
2240,12,2025-02-23,GEN401,High
2241,145,2025-05-03,GBX101,Low
2242,112,2025-04-15,GEN401,Medium
2243,146,2025-07-14,BRK501,Medium
2244,107,2025-11-03,BLD301,Low
2245,98,2025-02-11,GEN401,Low
2246,41,2025-04-16,SNS205,High
2247,38,2025-09-02,BLD301,Critical
2248,63,2025-06-12,BRK501,Critical
2249,71,2025-07-30,GBX101,Medium
2250,131,2025-02-13,GBX101,Medium
2251,73,2025-09-05,GBX101,Critical
2252,2,2025-09-18,BLD301,High
2253,59,2025-03-19,SNS205,High
2254,52,2025-04-01,SNS205,High
2255,83,2025-11-15,GBX101,High
2256,139,2025-08-31,SNS205,High
2257,72,2025-08-25,GEN401,Medium
2258,105,2025-04-01,GBX101,Critical
2259,110,2025-11-30,GBX101,Medium
2260,73,2025-04-18,BLD301,Low
2261,23,2025-06-04,SNS205,Critical
2262,104,2025-12-03,GBX101,Medium
2263,52,2025-05-20,SNS205,Critical
2264,81,2025-09-05,SNS205,Medium
2265,140,2025-07-12,BRK501,Low
2266,12,2025-12-04,BLD301,Critical
2267,53,2025-01-27,GEN401,High
2268,30,2025-04-27,BLD301,High
2269,47,2025-12-01,SNS205,High
2270,54,2025-07-27,GEN401,Low
2271,100,2025-03-08,BLD301,High
2272,18,2025-01-19,BLD301,Critical
2273,95,2025-02-15,SNS205,Low
2274,33,2025-09-23,SNS205,Critical
2275,125,2025-01-18,BLD301,Medium
2276,132,2025-03-26,BLD301,Critical
2277,93,2025-11-04,BRK501,High
2278,64,2025-04-09,SNS205,Low
2279,111,2025-06-24,GEN401,Low
2280,38,2025-05-31,GEN401,Critical
2281,13,2025-05-17,GBX101,Medium
2282,49,2025-02-03,GBX101,Medium
2283,92,2025-01-11,BRK501,Medium
2284,95,2025-04-21,BRK501,Medium
2285,121,2025-02-20,GEN401,High
2286,6,2025-07-02,BLD301,Low
2287,33,2025-12-16,BRK501,Critical
2288,96,2025-12-15,GEN401,Medium
2289,75,2025-11-18,SNS205,Critical
2290,2,2025-03-06,BRK501,High
2291,32,2025-01-02,GBX101,High
2292,8,2025-07-21,BRK501,High
2293,122,2025-07-26,BLD301,Critical
2294,10,2025-09-04,BRK501,Low
2295,26,2025-03-18,GBX101,Medium
2296,11,2025-09-03,BRK501,High
2297,103,2025-01-01,GEN401,Low
2298,33,2025-01-03,BRK501,Critical
2299,68,2025-11-19,BRK501,Low
2300,13,2025-12-31,BLD301,Low
2301,16,2025-11-29,SNS205,Medium
2302,89,2025-11-12,BRK501,Low
2303,28,2025-11-05,GBX101,Medium
2304,106,2025-04-07,BLD301,Low
2305,143,2025-06-04,GBX101,Medium
2306,29,2025-08-22,SNS205,Critical
2307,50,2025-05-03,GEN401,Critical
2308,149,2025-10-09,GEN401,Medium
2309,24,2025-01-14,BLD301,High
2310,142,2025-10-13,GBX101,Critical
2311,55,2025-01-27,GEN401,High
2312,61,2025-08-29,GEN401,Critical
2313,106,2025-02-01,GBX101,Critical
2314,145,2025-04-03,BLD301,Critical
2315,102,2025-07-06,BLD301,Medium
2316,42,2025-07-07,SNS205,Medium
2317,13,2025-10-16,BRK501,High
2318,74,2025-06-03,BRK501,Critical
2319,68,2025-07-30,BRK501,High
2320,149,2025-04-15,GBX101,Low
2321,61,2025-07-06,GEN401,Low
2322,104,2025-12-23,GEN401,Critical
2323,38,2025-12-31,BLD301,Low
2324,139,2025-04-20,GEN401,Medium
2325,66,2025-04-27,BLD301,High
2326,77,2025-10-28,GBX101,Low
2327,48,2025-02-08,GBX101,Low
2328,37,2025-11-08,GBX101,Medium
2329,52,2025-03-23,BLD301,High
2330,53,2025-02-05,BLD301,Critical
2331,113,2025-07-27,GBX101,Low
2332,149,2025-10-05,SNS205,Medium
2333,22,2025-11-05,GEN401,High
2334,12,2025-11-21,SNS205,High
2335,27,2025-08-16,BLD301,High
2336,103,2025-07-23,BLD301,Medium
2337,100,2025-07-02,BLD301,High
2338,145,2025-06-07,GEN401,Low
2339,146,2025-11-14,GEN401,High
2340,135,2025-12-04,SNS205,Critical
2341,77,2025-04-15,BRK501,Medium
2342,129,2025-04-08,GBX101,Low
2343,101,2025-09-18,GEN401,Medium
2344,16,2025-03-28,GEN401,Medium
2345,106,2025-06-19,GBX101,Low
2346,144,2025-12-14,BLD301,Critical
2347,3,2025-01-02,GEN401,Low
2348,5,2025-12-26,GEN401,High
2349,121,2025-01-06,GBX101,High
2350,47,2025-02-12,GEN401,High
2351,5,2025-09-28,GBX101,High
2352,143,2025-08-13,GBX101,Critical
2353,41,2025-05-15,GEN401,High
2354,115,2025-10-18,BRK501,Low
2355,113,2025-03-02,GEN401,High
2356,145,2025-12-06,SNS205,Low
2357,41,2025-09-01,GEN401,Low
2358,36,2025-03-05,GBX101,High
2359,144,2025-04-26,GBX101,Medium
2360,108,2025-07-21,GBX101,Low
2361,4,2025-03-12,GBX101,Medium
2362,115,2025-07-30,GEN401,Low
2363,75,2025-01-17,GBX101,Medium
2364,126,2025-12-22,GEN401,High
2365,71,2025-08-17,GEN401,Critical
2366,119,2025-09-16,BRK501,High
2367,58,2025-11-21,SNS205,Medium
2368,76,2025-11-11,BRK501,Medium
2369,11,2025-06-17,BRK501,High
2370,3,2025-04-20,BRK501,Critical
2371,34,2025-12-26,GBX101,High
2372,87,2025-07-01,SNS205,Low
2373,97,2025-06-19,GBX101,Critical
2374,125,2025-05-15,SNS205,High
2375,53,2025-03-18,BLD301,Low
2376,64,2025-07-10,SNS205,Medium
2377,117,2025-06-28,SNS205,Medium
2378,48,2025-03-15,BLD301,Medium
2379,84,2025-12-19,GBX101,Medium
2380,54,2025-03-03,GBX101,Critical
2381,117,2025-12-30,SNS205,Critical
2382,98,2025-09-25,SNS205,Critical
2383,131,2025-01-22,GBX101,Low
2384,62,2025-04-29,GBX101,Medium
2385,148,2025-04-22,GEN401,High
2386,69,2025-01-13,SNS205,High
2387,71,2025-10-25,GBX101,Critical
2388,111,2025-02-11,BLD301,Medium
2389,11,2025-09-27,SNS205,High
2390,88,2025-09-24,BRK501,Low
2391,88,2025-04-15,BLD301,Critical
2392,89,2025-09-13,SNS205,Critical
2393,71,2025-06-17,BRK501,Low
2394,105,2025-02-07,BLD301,High
2395,41,2025-10-12,SNS205,Critical
2396,134,2025-04-01,BRK501,High
2397,39,2025-03-18,BRK501,Medium
2398,70,2025-10-31,BRK501,High
2399,149,2025-10-26,GBX101,High
2400,21,2025-01-14,BRK501,Critical
2401,15,2025-08-21,SNS205,Critical
2402,128,2025-04-19,GBX101,Critical
2403,8,2025-06-30,GEN401,High
2404,69,2025-07-14,BRK501,Low
2405,118,2025-06-22,BLD301,Medium
2406,120,2025-10-12,BRK501,Low
2407,45,2025-08-02,GBX101,Medium
2408,116,2025-08-07,BRK501,Medium
2409,39,2025-02-08,GEN401,Medium
2410,50,2025-11-05,BLD301,High
2411,126,2025-12-04,GEN401,High
2412,66,2025-07-12,SNS205,Low
2413,42,2025-06-27,GEN401,Critical
2414,149,2025-04-12,SNS205,Low
2415,55,2025-11-04,GBX101,Medium
2416,84,2025-09-28,BLD301,Low
2417,93,2025-10-17,GBX101,High
2418,55,2025-08-15,GEN401,Critical
2419,34,2025-09-20,BRK501,Critical
2420,149,2025-05-11,SNS205,Low
2421,61,2025-05-28,BRK501,High
2422,118,2025-07-05,GBX101,High
2423,6,2025-07-19,BRK501,Low
2424,6,2025-06-29,GEN401,Medium
2425,110,2025-03-19,SNS205,Medium
2426,48,2025-10-13,GBX101,Critical
2427,84,2025-04-09,SNS205,Critical
2428,106,2025-08-31,GBX101,Medium
2429,42,2025-06-18,BLD301,Medium
2430,84,2025-03-17,SNS205,Low
2431,37,2025-01-03,GBX101,Critical
2432,117,2025-01-17,GBX101,Medium
2433,17,2025-01-10,GEN401,Low
