ProductionID,TurbineID,ProductionDate,WindSpeed,EnergyProducedMWh,AvailabilityPercent
15042,42,2025-03-18,10.54,20.05,96.29
15043,42,2025-03-19,8.29,44.38,90.17
15044,42,2025-03-20,12.97,44.75,99.94
15045,42,2025-03-21,17.53,92.12,93.54
15046,42,2025-03-22,6.07,86.89,90.22
15047,42,2025-03-23,11.62,25.28,95.6
15048,42,2025-03-24,13.39,73.06,97.15
15049,42,2025-03-25,8.42,44.22,94.16
15050,42,2025-03-26,15.54,31.68,98.86
15051,42,2025-03-27,8.78,32.79,95.99
15052,42,2025-03-28,9.13,60.88,90.61
15053,42,2025-03-29,11.97,50.37,91.7
15054,42,2025-03-30,10.79,97.01,97.64
15055,42,2025-03-31,10.41,117.42,91.26
15056,42,2025-04-01,17.82,117.9,95.73
15057,42,2025-04-02,5.9,112.1,94.37
15058,42,2025-04-03,7.58,109.14,94.27
15059,42,2025-04-04,12.49,77.1,99.07
15060,42,2025-04-05,12.56,108.82,91.7
15061,42,2025-04-06,14.25,72.55,93.25
15062,42,2025-04-07,8.19,26.99,92.62
15063,42,2025-04-08,15.21,47.82,97.28
15064,42,2025-04-09,18.13,89.43,98.05
15065,42,2025-04-10,13.6,114.66,97.63
15066,42,2025-04-11,9.84,92.33,96.72
15067,42,2025-04-12,16.27,51.94,95.1
15068,42,2025-04-13,18.21,117.57,93.6
15069,42,2025-04-14,12.3,53.08,97.18
15070,42,2025-04-15,5.58,115.38,95.49
15071,42,2025-04-16,9.06,23.73,95.61
15072,42,2025-04-17,13.79,89.52,95.25
15073,42,2025-04-18,12.74,50.41,91.94
15074,42,2025-04-19,8.77,57.48,97.73
15075,42,2025-04-20,6.77,84.37,90.38
15076,42,2025-04-21,5.65,47.36,93.57
15077,42,2025-04-22,7.85,108.62,93.05
15078,42,2025-04-23,12.03,119.41,92.54
15079,42,2025-04-24,14.28,94.65,92.71
15080,42,2025-04-25,5.86,99.14,92.89
15081,42,2025-04-26,9.82,61.47,90.39
15082,42,2025-04-27,17.77,106.33,98.71
15083,42,2025-04-28,7.74,117.62,96.61
15084,42,2025-04-29,13.89,92.23,97.56
15085,42,2025-04-30,11.24,78.39,95.85
15086,42,2025-05-01,5.12,20.98,94.71
15087,42,2025-05-02,13.38,90.72,97.53
15088,42,2025-05-03,13.79,48.44,96.19
15089,42,2025-05-04,8.9,101.76,94.23
15090,42,2025-05-05,18.42,32.79,97.05
15091,42,2025-05-06,11.44,32.74,95.59
15092,42,2025-05-07,8.18,49.24,94.56
15093,42,2025-05-08,10.47,58.87,93.97
15094,42,2025-05-09,5.25,56.73,93.94
15095,42,2025-05-10,13.89,68.09,91.73
15096,42,2025-05-11,13.82,23.51,93.33
15097,42,2025-05-12,14.3,82.4,91.8
15098,42,2025-05-13,10.09,65.77,94.11
15099,42,2025-05-14,15.28,94.02,90.41
15100,42,2025-05-15,16.18,107.85,99.14
15101,42,2025-05-16,5.84,108.37,91.64
15102,42,2025-05-17,10.08,58.17,92.99
15103,42,2025-05-18,9.42,36.94,96.59
15104,42,2025-05-19,13.71,81.35,95.21
15105,42,2025-05-20,8.31,78.63,96.54
15106,42,2025-05-21,5.78,118.77,95.8
15107,42,2025-05-22,14.57,76.97,96.91
15108,42,2025-05-23,14.85,99.92,91.62
15109,42,2025-05-24,7.46,41.96,99.63
15110,42,2025-05-25,10.36,51.62,92.29
15111,42,2025-05-26,12.22,110.53,96.74
15112,42,2025-05-27,7.82,103.74,99.46
15113,42,2025-05-28,15.7,79.36,96.72
15114,42,2025-05-29,16.04,105.94,96.59
15115,42,2025-05-30,12.97,38.24,93.74
15116,42,2025-05-31,6.27,92.85,99.92
15117,42,2025-06-01,6.44,64.02,97.0
15118,42,2025-06-02,5.45,63.96,97.95
15119,42,2025-06-03,9.4,85.97,96.07
15120,42,2025-06-04,15.5,44.02,91.68
15121,42,2025-06-05,5.25,68.03,91.87
15122,42,2025-06-06,14.77,74.92,98.34
15123,42,2025-06-07,17.03,56.12,92.96
15124,42,2025-06-08,6.23,95.64,94.96
15125,42,2025-06-09,10.04,90.36,92.74
15126,42,2025-06-10,12.17,63.6,92.7
15127,42,2025-06-11,16.86,90.73,95.2
15128,42,2025-06-12,15.37,28.94,94.3
15129,42,2025-06-13,14.0,59.38,97.14
15130,42,2025-06-14,12.83,58.29,94.15
15131,42,2025-06-15,15.74,26.58,98.38
15132,42,2025-06-16,5.86,33.27,98.1
15133,42,2025-06-17,10.62,65.94,93.73
15134,42,2025-06-18,6.4,80.86,96.89
15135,42,2025-06-19,7.85,95.21,91.0
15136,42,2025-06-20,16.62,90.13,99.12
15137,42,2025-06-21,17.2,104.45,99.58
15138,42,2025-06-22,17.67,99.64,91.96
15139,42,2025-06-23,16.33,83.27,99.62
15140,42,2025-06-24,15.8,45.96,91.64
15141,42,2025-06-25,9.22,68.01,96.53
15142,42,2025-06-26,8.23,43.28,93.02
15143,42,2025-06-27,17.11,56.54,90.78
15144,42,2025-06-28,13.18,20.59,96.74
15145,42,2025-06-29,17.63,36.64,98.45
15146,42,2025-06-30,15.19,29.86,92.28
15147,42,2025-07-01,8.41,40.57,93.35
15148,42,2025-07-02,18.62,42.41,99.27
15149,42,2025-07-03,13.24,71.7,96.74
15150,42,2025-07-04,17.09,115.76,90.03
15151,42,2025-07-05,10.97,37.9,91.52
15152,42,2025-07-06,7.21,90.98,90.51
15153,42,2025-07-07,17.55,95.26,94.09
15154,42,2025-07-08,11.38,87.84,90.11
15155,42,2025-07-09,10.81,38.01,91.81
15156,42,2025-07-10,13.26,44.59,93.75
15157,42,2025-07-11,15.76,82.07,93.3
15158,42,2025-07-12,5.74,22.67,94.88
15159,42,2025-07-13,11.32,99.64,90.82
15160,42,2025-07-14,17.75,41.25,93.51
15161,42,2025-07-15,17.9,103.77,95.15
15162,42,2025-07-16,6.22,79.05,97.62
15163,42,2025-07-17,8.93,38.31,94.97
15164,42,2025-07-18,16.24,70.49,92.39
15165,42,2025-07-19,18.03,107.2,96.58
15166,42,2025-07-20,6.11,43.21,96.19
15167,42,2025-07-21,16.72,67.43,93.04
15168,42,2025-07-22,18.27,58.13,99.16
15169,42,2025-07-23,12.99,81.43,91.25
15170,42,2025-07-24,9.01,117.47,97.19
15171,42,2025-07-25,12.16,72.14,90.88
15172,42,2025-07-26,16.75,27.14,93.87
15173,42,2025-07-27,11.16,80.31,94.16
15174,42,2025-07-28,19.41,99.79,99.59
15175,42,2025-07-29,12.78,50.22,99.81
15176,42,2025-07-30,6.22,112.71,90.96
15177,42,2025-07-31,17.1,97.99,96.6
15178,42,2025-08-01,16.74,28.81,93.74
15179,42,2025-08-02,10.05,118.15,94.73
15180,42,2025-08-03,5.74,45.93,98.44
15181,42,2025-08-04,18.37,112.74,91.44
15182,42,2025-08-05,15.32,60.23,97.35
15183,42,2025-08-06,17.37,46.13,95.0
15184,42,2025-08-07,9.91,65.59,92.91
15185,42,2025-08-08,10.09,47.23,92.98
15186,42,2025-08-09,13.67,80.03,99.21
15187,42,2025-08-10,10.86,85.75,99.65
15188,42,2025-08-11,12.0,97.92,99.7
15189,42,2025-08-12,16.85,28.05,91.93
15190,42,2025-08-13,9.42,88.62,96.71
15191,42,2025-08-14,7.06,64.93,94.22
15192,42,2025-08-15,15.35,46.09,92.38
15193,42,2025-08-16,13.95,28.28,96.69
15194,42,2025-08-17,11.59,73.63,98.02
15195,42,2025-08-18,7.71,40.99,99.01
15196,42,2025-08-19,16.11,46.27,97.21
15197,42,2025-08-20,11.86,81.73,97.87
15198,42,2025-08-21,5.67,81.12,93.38
15199,42,2025-08-22,12.74,56.38,99.41
15200,42,2025-08-23,13.96,104.66,92.57
15201,42,2025-08-24,10.47,98.71,92.34
15202,42,2025-08-25,20.0,86.01,98.97
15203,42,2025-08-26,6.57,61.38,93.36
15204,42,2025-08-27,19.56,34.47,97.48
15205,42,2025-08-28,14.46,105.14,99.77
15206,42,2025-08-29,17.09,45.22,98.34
15207,42,2025-08-30,12.9,85.33,92.8
15208,42,2025-08-31,17.24,64.45,98.08
15209,42,2025-09-01,11.41,81.65,91.03
15210,42,2025-09-02,6.39,115.3,97.26
15211,42,2025-09-03,7.59,79.77,97.81
15212,42,2025-09-04,13.98,64.84,98.35
15213,42,2025-09-05,5.76,83.33,94.73
15214,42,2025-09-06,14.72,49.04,91.62
15215,42,2025-09-07,19.61,106.42,99.09
15216,42,2025-09-08,16.53,26.49,96.28
15217,42,2025-09-09,10.72,53.43,92.49
15218,42,2025-09-10,7.71,33.94,91.21
15219,42,2025-09-11,15.67,113.04,93.8
15220,42,2025-09-12,6.59,42.12,97.47
15221,42,2025-09-13,10.23,86.28,92.06
15222,42,2025-09-14,16.35,85.52,92.22
15223,42,2025-09-15,18.98,72.27,92.2
15224,42,2025-09-16,13.5,61.53,99.17
15225,42,2025-09-17,9.65,108.63,97.42
15226,42,2025-09-18,15.2,38.38,90.86
15227,42,2025-09-19,17.97,77.05,99.65
15228,42,2025-09-20,12.75,79.14,99.97
15229,42,2025-09-21,15.74,56.0,98.28
15230,42,2025-09-22,9.43,72.51,92.38
15231,42,2025-09-23,19.92,113.45,98.74
15232,42,2025-09-24,11.02,92.85,92.61
15233,42,2025-09-25,10.85,100.45,90.56
15234,42,2025-09-26,5.74,86.11,97.75
15235,42,2025-09-27,10.75,87.47,99.03
15236,42,2025-09-28,6.5,103.05,95.82
15237,42,2025-09-29,11.34,25.17,93.84
15238,42,2025-09-30,16.91,74.2,91.76
15239,42,2025-10-01,8.48,104.76,94.33
15240,42,2025-10-02,6.43,117.33,92.53
15241,42,2025-10-03,16.95,21.28,92.57
15242,42,2025-10-04,10.06,105.94,97.48
15243,42,2025-10-05,9.62,98.75,98.1
15244,42,2025-10-06,12.68,70.79,95.1
15245,42,2025-10-07,7.51,101.27,97.15
15246,42,2025-10-08,17.74,101.57,97.85
15247,42,2025-10-09,16.71,114.45,96.05
15248,42,2025-10-10,17.42,100.13,92.7
15249,42,2025-10-11,13.49,92.97,91.03
15250,42,2025-10-12,12.96,20.28,92.4
15251,42,2025-10-13,12.3,50.69,97.71
15252,42,2025-10-14,14.56,46.75,90.17
15253,42,2025-10-15,8.82,71.91,97.62
15254,42,2025-10-16,14.05,25.58,94.67
15255,42,2025-10-17,19.39,110.4,97.42
15256,42,2025-10-18,9.26,22.22,94.56
15257,42,2025-10-19,10.62,87.58,90.71
15258,42,2025-10-20,18.85,93.59,99.71
15259,42,2025-10-21,17.98,63.02,96.62
15260,42,2025-10-22,17.68,40.39,90.1
15261,42,2025-10-23,9.61,63.75,96.25
15262,42,2025-10-24,8.95,64.21,96.49
15263,42,2025-10-25,17.37,42.69,98.0
15264,42,2025-10-26,19.09,60.96,95.52
15265,42,2025-10-27,5.15,91.02,98.72
15266,42,2025-10-28,5.3,104.37,91.49
15267,42,2025-10-29,17.63,74.19,93.7
15268,42,2025-10-30,19.12,81.24,90.39
15269,42,2025-10-31,16.49,38.24,99.23
15270,42,2025-11-01,7.5,68.77,95.23
15271,42,2025-11-02,13.46,73.33,94.39
15272,42,2025-11-03,15.69,35.56,97.87
15273,42,2025-11-04,5.56,104.21,97.5
15274,42,2025-11-05,16.93,49.69,98.5
15275,42,2025-11-06,15.37,116.85,90.2
15276,42,2025-11-07,16.86,82.33,99.89
15277,42,2025-11-08,11.65,47.97,98.8
15278,42,2025-11-09,9.89,90.28,93.32
15279,42,2025-11-10,19.19,72.61,93.2
15280,42,2025-11-11,17.34,26.25,90.94
15281,42,2025-11-12,17.55,52.34,91.77
15282,42,2025-11-13,13.81,45.46,99.87
15283,42,2025-11-14,17.31,108.92,98.34
15284,42,2025-11-15,18.29,53.8,96.73
15285,42,2025-11-16,18.6,88.6,99.97
15286,42,2025-11-17,17.98,27.09,95.02
15287,42,2025-11-18,9.13,107.51,99.37
15288,42,2025-11-19,13.5,25.81,93.47
15289,42,2025-11-20,7.83,72.93,99.85
15290,42,2025-11-21,10.15,93.4,98.31
15291,42,2025-11-22,17.45,34.95,92.37
15292,42,2025-11-23,8.35,49.73,90.47
15293,42,2025-11-24,13.09,94.09,92.61
15294,42,2025-11-25,14.6,74.56,90.99
15295,42,2025-11-26,8.6,44.15,94.89
15296,42,2025-11-27,14.42,50.14,91.27
15297,42,2025-11-28,9.04,24.02,97.49
15298,42,2025-11-29,15.49,87.07,96.18
15299,42,2025-11-30,9.47,31.55,95.99
15300,42,2025-12-01,15.99,101.08,97.27
15301,42,2025-12-02,14.88,102.44,97.62
15302,42,2025-12-03,19.17,20.6,91.47
15303,42,2025-12-04,13.7,60.11,93.41
15304,42,2025-12-05,16.19,73.56,95.26
15305,42,2025-12-06,5.75,66.13,96.08
15306,42,2025-12-07,9.2,43.9,95.51
15307,42,2025-12-08,18.68,31.64,93.09
15308,42,2025-12-09,5.87,52.54,96.95
15309,42,2025-12-10,9.78,59.85,99.35
15310,42,2025-12-11,10.21,73.96,99.34
15311,42,2025-12-12,12.63,37.02,91.43
15312,42,2025-12-13,18.48,108.56,92.51
15313,42,2025-12-14,14.35,36.65,92.31
15314,42,2025-12-15,18.81,60.18,92.09
15315,42,2025-12-16,12.86,105.1,98.33
15316,42,2025-12-17,14.93,101.34,97.8
15317,42,2025-12-18,19.45,85.58,95.98
15318,42,2025-12-19,18.58,56.15,94.93
15319,42,2025-12-20,17.89,117.9,94.21
15320,42,2025-12-21,13.85,103.77,95.19
15321,42,2025-12-22,11.07,26.49,92.12
15322,42,2025-12-23,9.97,60.16,97.76
15323,42,2025-12-24,7.5,27.24,95.88
15324,42,2025-12-25,5.12,113.09,92.56
15325,42,2025-12-26,17.5,57.95,99.99
15326,42,2025-12-27,12.52,116.29,94.69
15327,42,2025-12-28,15.71,26.36,94.45
15328,42,2025-12-29,9.06,99.32,95.32
15329,42,2025-12-30,14.6,45.38,91.17
15330,42,2025-12-31,15.21,64.23,94.17
15331,43,2025-01-01,19.46,31.83,96.44
15332,43,2025-01-02,5.9,88.49,95.6
15333,43,2025-01-03,15.9,95.08,91.32
15334,43,2025-01-04,9.12,45.24,96.08
15335,43,2025-01-05,8.88,71.59,94.42
15336,43,2025-01-06,13.78,55.14,99.25
15337,43,2025-01-07,19.48,55.09,99.14
15338,43,2025-01-08,16.9,42.61,95.63
15339,43,2025-01-09,10.66,100.09,98.94
15340,43,2025-01-10,14.34,83.01,97.21
15341,43,2025-01-11,12.43,67.07,95.63
15342,43,2025-01-12,17.28,84.74,91.44
15343,43,2025-01-13,7.11,61.59,96.59
15344,43,2025-01-14,10.87,58.17,98.95
15345,43,2025-01-15,18.02,67.57,97.18
15346,43,2025-01-16,11.78,80.31,92.75
15347,43,2025-01-17,12.46,84.25,94.42
15348,43,2025-01-18,16.39,46.73,90.13
15349,43,2025-01-19,18.71,56.1,92.52
15350,43,2025-01-20,12.14,44.94,97.33
15351,43,2025-01-21,9.6,119.17,92.76
15352,43,2025-01-22,10.43,73.84,90.03
15353,43,2025-01-23,5.06,43.38,90.82
15354,43,2025-01-24,16.4,107.18,94.13
15355,43,2025-01-25,12.75,81.27,90.95
15356,43,2025-01-26,12.05,115.94,92.08
15357,43,2025-01-27,6.26,48.06,95.48
15358,43,2025-01-28,18.03,55.48,93.45
15359,43,2025-01-29,10.15,104.09,94.69
15360,43,2025-01-30,9.97,37.69,91.26
15361,43,2025-01-31,19.61,68.64,90.72
15362,43,2025-02-01,18.6,115.41,92.37
15363,43,2025-02-02,9.74,116.05,90.16
15364,43,2025-02-03,9.86,63.01,97.7
15365,43,2025-02-04,10.52,53.84,97.29
15366,43,2025-02-05,17.74,29.33,91.42
15367,43,2025-02-06,14.9,51.43,96.68
15368,43,2025-02-07,7.61,100.4,93.21
15369,43,2025-02-08,10.03,37.89,92.11
15370,43,2025-02-09,13.98,78.16,98.24
15371,43,2025-02-10,14.45,62.78,98.03
15372,43,2025-02-11,5.25,90.18,95.43
15373,43,2025-02-12,8.31,83.75,99.87
15374,43,2025-02-13,10.2,83.85,94.39
15375,43,2025-02-14,10.89,50.72,92.29
15376,43,2025-02-15,8.53,97.43,93.24
15377,43,2025-02-16,12.94,41.35,92.12
15378,43,2025-02-17,13.81,78.28,95.05
15379,43,2025-02-18,15.4,83.7,92.0
15380,43,2025-02-19,5.83,46.97,94.31
15381,43,2025-02-20,8.12,68.24,90.37
15382,43,2025-02-21,12.16,55.15,99.59
15383,43,2025-02-22,18.15,115.11,96.59
15384,43,2025-02-23,19.58,38.95,95.32
15385,43,2025-02-24,16.15,68.23,92.14
15386,43,2025-02-25,14.81,117.12,95.23
15387,43,2025-02-26,8.72,24.05,91.04
15388,43,2025-02-27,16.66,68.53,92.09
15389,43,2025-02-28,17.9,63.61,97.96
15390,43,2025-03-01,17.17,91.79,99.73
15391,43,2025-03-02,18.45,32.54,93.44
15392,43,2025-03-03,19.31,85.56,94.44
15393,43,2025-03-04,17.93,83.89,93.71
15394,43,2025-03-05,9.07,105.11,98.47
15395,43,2025-03-06,18.77,98.45,91.85
15396,43,2025-03-07,10.83,52.81,92.58
15397,43,2025-03-08,16.92,32.46,94.79
15398,43,2025-03-09,17.98,98.9,92.67
15399,43,2025-03-10,5.53,61.39,95.94
15400,43,2025-03-11,17.82,72.83,92.66
15401,43,2025-03-12,15.36,60.17,98.25
15402,43,2025-03-13,5.36,61.9,94.22
15403,43,2025-03-14,13.81,55.86,94.02
15404,43,2025-03-15,16.02,37.13,92.38
15405,43,2025-03-16,6.54,45.77,95.05
15406,43,2025-03-17,7.84,27.36,99.96
15407,43,2025-03-18,11.83,103.15,97.39
15408,43,2025-03-19,7.48,71.23,95.68
15409,43,2025-03-20,7.37,31.19,92.63
15410,43,2025-03-21,8.92,47.76,92.52
15411,43,2025-03-22,13.2,49.44,97.72
15412,43,2025-03-23,5.79,82.15,97.72
15413,43,2025-03-24,11.56,51.93,93.03
15414,43,2025-03-25,9.92,31.74,95.81
15415,43,2025-03-26,14.35,58.97,99.56
15416,43,2025-03-27,18.67,49.79,97.32
15417,43,2025-03-28,6.74,95.78,97.36
15418,43,2025-03-29,10.35,58.7,95.86
15419,43,2025-03-30,9.2,77.27,98.88
15420,43,2025-03-31,11.67,40.42,95.58
15421,43,2025-04-01,14.79,72.6,90.24
15422,43,2025-04-02,15.04,23.69,94.17
15423,43,2025-04-03,11.22,104.64,98.63
15424,43,2025-04-04,16.63,101.97,92.19
15425,43,2025-04-05,15.74,94.93,97.78
15426,43,2025-04-06,16.92,36.32,92.57
15427,43,2025-04-07,16.76,34.73,91.24
15428,43,2025-04-08,19.66,116.78,93.37
15429,43,2025-04-09,5.13,59.82,90.26
15430,43,2025-04-10,7.15,42.41,98.39
15431,43,2025-04-11,10.63,20.82,96.37
15432,43,2025-04-12,6.06,109.41,92.45
15433,43,2025-04-13,8.57,59.7,91.07
15434,43,2025-04-14,5.35,111.44,98.64
15435,43,2025-04-15,18.74,87.66,90.13
15436,43,2025-04-16,19.6,90.88,94.15
15437,43,2025-04-17,15.99,76.71,96.72
15438,43,2025-04-18,17.36,113.62,97.97
15439,43,2025-04-19,18.44,76.75,93.38
15440,43,2025-04-20,15.05,75.62,90.56
15441,43,2025-04-21,13.64,61.74,93.7
15442,43,2025-04-22,15.87,108.51,91.97
15443,43,2025-04-23,16.92,36.96,95.76
15444,43,2025-04-24,17.72,110.58,93.08
15445,43,2025-04-25,17.28,107.88,91.73
15446,43,2025-04-26,10.77,97.62,90.15
15447,43,2025-04-27,14.39,61.46,95.18
15448,43,2025-04-28,11.28,39.54,93.48
15449,43,2025-04-29,17.92,81.1,94.77
15450,43,2025-04-30,15.59,38.37,90.83
15451,43,2025-05-01,13.23,21.15,91.48
15452,43,2025-05-02,15.76,110.16,92.85
15453,43,2025-05-03,10.74,88.1,98.05
15454,43,2025-05-04,8.9,102.62,99.73
15455,43,2025-05-05,6.32,42.43,97.26
15456,43,2025-05-06,5.55,48.4,98.45
15457,43,2025-05-07,15.22,84.07,96.12
15458,43,2025-05-08,12.53,96.67,98.65
15459,43,2025-05-09,16.93,68.27,97.79
15460,43,2025-05-10,16.33,65.58,93.34
15461,43,2025-05-11,11.15,69.32,91.47
15462,43,2025-05-12,8.28,30.18,90.72
15463,43,2025-05-13,13.49,89.81,96.14
15464,43,2025-05-14,15.9,60.65,97.99
15465,43,2025-05-15,16.22,91.1,97.66
15466,43,2025-05-16,8.47,76.94,97.75
15467,43,2025-05-17,6.48,44.71,94.91
15468,43,2025-05-18,11.21,111.43,97.51
15469,43,2025-05-19,5.61,66.53,97.63
15470,43,2025-05-20,15.04,73.77,90.85
15471,43,2025-05-21,18.73,61.51,91.45
15472,43,2025-05-22,6.27,98.48,96.13
15473,43,2025-05-23,8.78,73.3,99.46
15474,43,2025-05-24,12.4,59.06,93.08
15475,43,2025-05-25,7.73,111.03,91.72
15476,43,2025-05-26,5.82,34.27,91.82
15477,43,2025-05-27,11.37,110.96,91.35
15478,43,2025-05-28,7.19,63.73,99.04
15479,43,2025-05-29,18.91,115.08,91.27
15480,43,2025-05-30,15.58,84.74,90.3
15481,43,2025-05-31,15.08,89.7,96.57
15482,43,2025-06-01,8.24,53.24,95.54
15483,43,2025-06-02,7.08,35.88,96.99
15484,43,2025-06-03,7.49,21.67,91.85
15485,43,2025-06-04,6.13,48.22,97.6
15486,43,2025-06-05,16.79,27.14,95.7
15487,43,2025-06-06,6.32,38.71,97.84
15488,43,2025-06-07,19.58,47.16,97.77
15489,43,2025-06-08,10.13,98.46,95.7
15490,43,2025-06-09,13.19,100.88,96.96
15491,43,2025-06-10,19.56,56.27,99.55
15492,43,2025-06-11,17.41,69.35,95.01
15493,43,2025-06-12,18.53,78.74,93.38
15494,43,2025-06-13,5.62,49.96,92.17
15495,43,2025-06-14,6.94,87.26,93.96
15496,43,2025-06-15,6.42,52.7,91.4
15497,43,2025-06-16,13.98,62.69,99.34
15498,43,2025-06-17,14.13,96.52,93.35
15499,43,2025-06-18,16.32,93.48,99.91
15500,43,2025-06-19,14.92,111.62,98.67
15501,43,2025-06-20,18.78,77.32,92.24
15502,43,2025-06-21,13.78,112.17,99.73
15503,43,2025-06-22,19.19,64.11,98.04
15504,43,2025-06-23,12.33,89.17,94.32
15505,43,2025-06-24,9.54,64.19,93.07
15506,43,2025-06-25,11.35,87.77,92.01
15507,43,2025-06-26,15.15,27.36,90.02
15508,43,2025-06-27,8.5,40.24,98.33
15509,43,2025-06-28,16.34,86.64,97.06
15510,43,2025-06-29,14.94,102.65,95.34
15511,43,2025-06-30,5.26,106.33,94.7
15512,43,2025-07-01,18.93,109.3,93.99
15513,43,2025-07-02,19.0,25.86,96.62
15514,43,2025-07-03,15.22,104.01,94.71
15515,43,2025-07-04,8.61,24.42,94.67
15516,43,2025-07-05,11.8,55.64,96.36
15517,43,2025-07-06,12.97,31.56,90.48
15518,43,2025-07-07,18.36,94.22,94.63
15519,43,2025-07-08,12.44,31.45,92.64
15520,43,2025-07-09,17.37,32.63,91.04
15521,43,2025-07-10,13.37,104.03,93.79
15522,43,2025-07-11,14.69,110.21,98.91
15523,43,2025-07-12,12.02,49.56,95.73
15524,43,2025-07-13,18.86,88.09,99.55
15525,43,2025-07-14,13.69,22.12,94.48
15526,43,2025-07-15,18.55,23.38,96.18
15527,43,2025-07-16,10.67,60.36,95.68
15528,43,2025-07-17,11.17,112.01,93.04
15529,43,2025-07-18,16.39,29.21,93.33
15530,43,2025-07-19,7.37,41.98,95.64
15531,43,2025-07-20,10.13,24.88,98.63
15532,43,2025-07-21,15.13,115.52,98.0
15533,43,2025-07-22,13.39,66.04,99.47
15534,43,2025-07-23,11.36,74.49,93.34
15535,43,2025-07-24,9.21,104.56,92.47
15536,43,2025-07-25,7.16,92.8,98.41
15537,43,2025-07-26,18.92,86.7,93.48
15538,43,2025-07-27,12.66,38.63,92.12
15539,43,2025-07-28,18.44,104.88,92.79
15540,43,2025-07-29,10.71,115.88,93.92
15541,43,2025-07-30,9.91,40.06,94.08
15542,43,2025-07-31,10.45,93.48,93.47
15543,43,2025-08-01,11.87,52.14,93.19
15544,43,2025-08-02,8.77,69.81,94.29
15545,43,2025-08-03,5.86,113.06,93.49
15546,43,2025-08-04,16.36,110.69,90.11
15547,43,2025-08-05,6.85,39.05,98.86
15548,43,2025-08-06,13.19,51.09,90.44
15549,43,2025-08-07,5.53,77.75,97.03
15550,43,2025-08-08,10.78,48.76,98.07
15551,43,2025-08-09,17.98,58.35,97.48
15552,43,2025-08-10,18.04,58.06,91.61
15553,43,2025-08-11,10.53,26.22,90.36
15554,43,2025-08-12,17.37,105.28,96.47
15555,43,2025-08-13,17.85,113.55,96.86
15556,43,2025-08-14,18.67,111.96,92.74
15557,43,2025-08-15,19.25,118.38,92.8
15558,43,2025-08-16,14.41,42.02,93.94
15559,43,2025-08-17,14.36,23.74,96.46
15560,43,2025-08-18,12.29,32.38,96.85
15561,43,2025-08-19,19.14,20.23,94.38
15562,43,2025-08-20,6.89,40.7,94.92
15563,43,2025-08-21,9.37,84.92,92.64
15564,43,2025-08-22,16.64,38.35,99.07
15565,43,2025-08-23,11.0,25.55,91.0
15566,43,2025-08-24,12.99,111.1,95.15
15567,43,2025-08-25,11.75,97.28,92.27
15568,43,2025-08-26,15.15,41.83,98.45
15569,43,2025-08-27,18.22,39.46,91.44
15570,43,2025-08-28,15.85,85.28,96.22
15571,43,2025-08-29,12.64,32.91,97.19
15572,43,2025-08-30,7.43,74.28,93.47
15573,43,2025-08-31,9.97,103.23,94.56
15574,43,2025-09-01,12.4,109.62,95.58
15575,43,2025-09-02,17.02,106.29,96.95
15576,43,2025-09-03,7.16,31.93,94.34
15577,43,2025-09-04,5.95,50.07,92.08
15578,43,2025-09-05,5.58,59.91,92.49
15579,43,2025-09-06,6.53,93.03,99.13
15580,43,2025-09-07,14.31,112.93,91.66
15581,43,2025-09-08,16.52,60.86,94.9
15582,43,2025-09-09,14.96,98.35,90.6
15583,43,2025-09-10,10.82,96.5,95.35
15584,43,2025-09-11,10.13,24.05,90.07
15585,43,2025-09-12,11.38,68.36,92.29
15586,43,2025-09-13,16.99,92.35,91.88
15587,43,2025-09-14,7.82,106.48,99.19
15588,43,2025-09-15,19.77,88.64,99.29
15589,43,2025-09-16,7.23,35.57,90.42
15590,43,2025-09-17,13.08,42.13,95.69
15591,43,2025-09-18,5.12,72.9,98.89
15592,43,2025-09-19,15.89,56.7,90.68
15593,43,2025-09-20,8.68,70.34,92.57
15594,43,2025-09-21,16.65,113.52,91.76
15595,43,2025-09-22,5.08,28.41,98.03
15596,43,2025-09-23,5.81,94.63,94.05
15597,43,2025-09-24,11.39,93.08,93.2
15598,43,2025-09-25,17.16,29.44,97.19
15599,43,2025-09-26,18.56,36.43,95.55
15600,43,2025-09-27,14.61,33.28,95.43
15601,43,2025-09-28,8.78,95.36,95.68
15602,43,2025-09-29,11.16,94.25,97.32
15603,43,2025-09-30,8.16,22.56,92.48
15604,43,2025-10-01,18.24,59.68,92.01
15605,43,2025-10-02,10.53,58.32,94.54
15606,43,2025-10-03,11.75,49.81,92.99
15607,43,2025-10-04,17.0,86.3,96.79
15608,43,2025-10-05,7.86,119.19,90.87
15609,43,2025-10-06,15.24,94.34,92.67
15610,43,2025-10-07,6.16,93.74,95.66
15611,43,2025-10-08,19.48,92.77,99.3
15612,43,2025-10-09,14.51,69.8,99.45
15613,43,2025-10-10,17.28,23.51,95.83
15614,43,2025-10-11,7.24,114.8,96.76
15615,43,2025-10-12,11.77,115.99,93.36
15616,43,2025-10-13,11.66,59.91,91.32
15617,43,2025-10-14,7.25,79.1,90.7
15618,43,2025-10-15,18.97,52.76,93.21
15619,43,2025-10-16,7.1,55.1,96.91
15620,43,2025-10-17,19.36,39.26,91.78
15621,43,2025-10-18,7.09,77.4,91.17
15622,43,2025-10-19,6.32,94.39,97.93
